snapshot_date,warehouse_code,sku,units_on_hand,units_in_transit
2024-09-02,WH-02,MP-1046,271,93
2024-09-02,WH-03,MP-1046,300,41
2024-09-02,WH-01,MP-1047,1451,154
2024-09-02,WH-02,MP-1047,582,117
2024-09-02,WH-03,MP-1047,636,113
2024-09-02,WH-01,MP-1048,764,215
2024-09-02,WH-02,MP-1048,294,86
2024-09-02,WH-03,MP-1048,428,96
2024-09-02,WH-01,MP-1049,223,8
2024-09-02,WH-02,MP-1049,101,21
2024-09-02,WH-03,MP-1049,115,14
2024-09-02,WH-01,MP-1050,577,38
2024-09-02,WH-02,MP-1050,141,7
2024-09-02,WH-03,MP-1050,209,62
2024-09-02,WH-01,MP-1051,1360,253
2024-09-02,WH-02,MP-1051,425,70
2024-09-02,WH-03,MP-1051,617,192
2024-09-02,WH-01,MP-1052,445,5
2024-09-02,WH-02,MP-1052,165,20
2024-09-02,WH-03,MP-1052,238,13
2024-09-02,WH-01,MP-1053,457,50
2024-09-02,WH-02,MP-1053,141,51
2024-09-02,WH-03,MP-1053,132,21
2024-09-02,WH-01,MP-1054,352,9
2024-09-02,WH-02,MP-1054,100,18
2024-09-02,WH-03,MP-1054,88,24
2024-09-02,WH-01,MP-1055,583,10
2024-09-02,WH-02,MP-1055,129,51
2024-09-02,WH-03,MP-1055,273,22
2024-09-02,WH-01,MP-1056,781,59
2024-09-02,WH-02,MP-1056,288,0
2024-09-02,WH-03,MP-1056,323,83
2024-09-02,WH-01,MP-1057,581,59
2024-09-02,WH-02,MP-1057,181,40
2024-09-02,WH-03,MP-1057,359,63
2024-09-02,WH-01,MP-1058,299,54
2024-09-02,WH-02,MP-1058,88,13
2024-09-02,WH-03,MP-1058,110,20
2024-09-02,WH-01,MP-1059,284,24
2024-09-02,WH-02,MP-1059,106,48
2024-09-02,WH-03,MP-1059,148,70
2024-09-02,WH-01,MP-1060,113,1
2024-09-02,WH-02,MP-1060,41,10
2024-09-02,WH-03,MP-1060,57,12
2024-09-02,WH-01,MP-1061,207,43
2024-09-02,WH-02,MP-1061,47,6
2024-09-02,WH-03,MP-1061,144,8
2024-09-02,WH-01,MP-1062,130,56
2024-09-02,WH-02,MP-1062,63,22
2024-09-02,WH-03,MP-1062,107,34
2024-09-02,WH-01,MP-1063,247,56
2024-09-02,WH-02,MP-1063,113,24
2024-09-02,WH-03,MP-1063,274,50
2024-09-02,WH-01,MP-1064,284,28
2024-09-02,WH-02,MP-1064,156,44
2024-09-02,WH-03,MP-1064,182,52
2024-09-02,WH-01,MP-1065,382,116
2024-09-02,WH-02,MP-1065,136,21
2024-09-02,WH-03,MP-1065,241,74
2024-09-02,WH-01,MP-1066,174,67
2024-09-02,WH-02,MP-1066,85,25
2024-09-02,WH-03,MP-1066,183,43
2024-09-02,WH-01,MP-1067,184,70
2024-09-02,WH-02,MP-1067,93,32
2024-09-02,WH-03,MP-1067,166,44
2024-09-02,WH-01,MP-1068,122,5
2024-09-02,WH-02,MP-1068,29,15
2024-09-02,WH-03,MP-1068,60,29
2024-09-02,WH-01,MP-1069,91,11
2024-09-02,WH-02,MP-1069,54,11
2024-09-02,WH-03,MP-1069,64,14
2024-09-02,WH-01,MP-1070,133,48
2024-09-02,WH-02,MP-1070,75,20
2024-09-02,WH-03,MP-1070,132,26
2024-09-02,WH-01,MP-1071,68,27
2024-09-02,WH-02,MP-1071,46,1
2024-09-02,WH-03,MP-1071,98,4
2024-09-02,WH-01,MP-1072,120,16
2024-09-02,WH-02,MP-1072,77,13
2024-09-02,WH-03,MP-1072,94,37
2024-09-02,WH-01,MP-1073,130,62
2024-09-02,WH-02,MP-1073,70,25
2024-09-02,WH-03,MP-1073,127,46
2024-09-02,WH-01,MP-1074,171,12
2024-09-02,WH-02,MP-1074,89,8
2024-09-02,WH-03,MP-1074,147,6
2024-09-02,WH-01,MP-1075,232,100
2024-09-02,WH-02,MP-1075,99,37
2024-09-02,WH-03,MP-1075,278,24
2024-09-02,WH-01,MP-1076,639,122
2024-09-02,WH-02,MP-1076,118,20
2024-09-02,WH-03,MP-1076,268,87
2024-09-02,WH-01,MP-1077,487,136
2024-09-02,WH-02,MP-1077,182,0
2024-09-02,WH-03,MP-1077,219,26
2024-09-02,WH-01,MP-1078,287,128
2024-09-02,WH-02,MP-1078,107,43
2024-09-02,WH-03,MP-1078,222,52
2024-09-02,WH-01,MP-1079,317,151
2024-09-02,WH-02,MP-1079,202,16
2024-09-02,WH-03,MP-1079,228,85
2024-09-02,WH-01,MP-1080,527,164
2024-09-02,WH-02,MP-1080,158,98
2024-09-02,WH-03,MP-1080,367,67
2024-09-02,WH-01,MP-1081,665,106
2024-09-02,WH-02,MP-1081,175,69
2024-09-02,WH-03,MP-1081,328,101
2024-09-02,WH-01,MP-1082,162,37
2024-09-02,WH-02,MP-1082,53,15
2024-09-02,WH-03,MP-1082,121,3
2024-09-02,WH-01,MP-1083,133,21
2024-09-02,WH-02,MP-1083,47,4
2024-09-02,WH-03,MP-1083,74,21
2024-09-02,WH-01,MP-1084,27,30
2024-09-02,WH-02,MP-1084,228,5
2024-09-02,WH-03,MP-1084,16,13
2024-09-02,WH-01,MP-1085,44,84
2024-09-02,WH-02,MP-1085,228,26
2024-09-02,WH-03,MP-1085,28,56
2024-09-02,WH-01,MP-1086,13,19
2024-09-02,WH-02,MP-1086,228,10
2024-09-02,WH-03,MP-1086,7,14
2024-09-02,WH-01,MP-1087,11,14
2024-09-02,WH-02,MP-1087,228,9
2024-09-02,WH-03,MP-1087,7,11
2024-09-02,WH-01,MP-1088,74,40
2024-09-02,WH-02,MP-1088,53,13
2024-09-02,WH-03,MP-1088,44,9
2024-09-02,WH-01,MP-1089,189,10
2024-09-02,WH-02,MP-1089,57,13
2024-09-02,WH-03,MP-1089,65,11
2024-09-02,WH-01,MP-1090,231,27
2024-09-02,WH-02,MP-1090,61,9
2024-09-02,WH-03,MP-1090,92,20
2024-09-02,WH-01,MP-1091,132,42
2024-09-02,WH-02,MP-1091,33,13
2024-09-02,WH-03,MP-1091,40,13
2024-09-02,WH-01,MP-1092,90,16
2024-09-02,WH-02,MP-1092,22,10
2024-09-02,WH-03,MP-1092,61,17
2024-09-02,WH-01,MP-1093,82,27
2024-09-02,WH-02,MP-1093,19,1
2024-09-02,WH-03,MP-1093,26,14
2024-09-02,WH-01,MP-1094,149,2
2024-09-02,WH-02,MP-1094,64,10
2024-09-02,WH-03,MP-1094,46,19
2024-09-02,WH-01,MP-1095,101,27
2024-09-02,WH-02,MP-1095,34,11
2024-09-02,WH-03,MP-1095,39,10
2024-09-02,WH-01,MP-1096,116,50
2024-09-02,WH-02,MP-1096,51,14
2024-09-02,WH-03,MP-1096,114,26
2024-09-02,WH-01,MP-1097,242,40
2024-09-02,WH-02,MP-1097,79,3
2024-09-02,WH-03,MP-1097,86,29
2024-09-02,WH-01,MP-1098,586,53
2024-09-02,WH-02,MP-1098,189,73
2024-09-02,WH-03,MP-1098,299,103
2024-09-02,WH-01,MP-1099,455,63
2024-09-02,WH-02,MP-1099,181,53
2024-09-02,WH-03,MP-1099,172,26
2024-09-02,WH-01,MP-1100,335,61
2024-09-02,WH-02,MP-1100,121,16
2024-09-02,WH-03,MP-1100,133,3
2024-09-02,WH-01,MP-1101,394,168
2024-09-02,WH-02,MP-1101,140,28
2024-09-02,WH-03,MP-1101,398,26
2024-09-02,WH-01,MP-1102,408,54
2024-09-02,WH-02,MP-1102,167,28
2024-09-02,WH-03,MP-1102,190,12
2024-09-02,WH-01,MP-1103,397,12
2024-09-02,WH-02,MP-1103,273,19
2024-09-02,WH-03,MP-1103,372,32
2024-09-02,WH-01,MP-1104,92,28
2024-09-02,WH-02,MP-1104,30,8
2024-09-02,WH-03,MP-1104,59,5
2024-09-02,WH-01,MP-1105,217,41
2024-09-02,WH-02,MP-1105,106,0
2024-09-02,WH-03,MP-1105,153,62
2024-09-02,WH-01,MP-1106,220,47
2024-09-02,WH-02,MP-1106,80,28
2024-09-02,WH-03,MP-1106,100,12
2024-09-02,WH-01,MP-1107,190,71
2024-09-02,WH-02,MP-1107,80,23
2024-09-02,WH-03,MP-1107,81,24
2024-09-02,WH-01,MP-1108,413,96
2024-09-02,WH-02,MP-1108,108,49
2024-09-02,WH-03,MP-1108,193,6
2024-09-02,WH-01,MP-1109,330,16
2024-09-02,WH-02,MP-1109,94,15
2024-09-02,WH-03,MP-1109,201,6
2024-09-02,WH-01,MP-1110,327,51
2024-09-02,WH-02,MP-1110,93,29
2024-09-02,WH-03,MP-1110,181,44
2024-09-02,WH-01,MP-1111,265,79
2024-09-02,WH-02,MP-1111,93,5
2024-09-02,WH-03,MP-1111,146,3
2024-09-02,WH-01,MP-1112,250,75
2024-09-02,WH-02,MP-1112,86,3
2024-09-02,WH-03,MP-1112,100,42
2024-09-02,WH-01,MP-1113,142,50
2024-09-02,WH-02,MP-1113,45,12
2024-09-02,WH-03,MP-1113,110,14
2024-09-02,WH-01,MP-1114,841,201
2024-09-02,WH-02,MP-1114,157,29
2024-09-02,WH-03,MP-1114,373,124
2024-09-02,WH-01,MP-1115,364,9
2024-09-02,WH-02,MP-1115,165,18
2024-09-02,WH-03,MP-1115,180,80
2024-09-02,WH-01,MP-1116,1189,257
2024-09-02,WH-02,MP-1116,411,112
2024-09-02,WH-03,MP-1116,509,178
2024-09-02,WH-01,MP-1117,314,64
2024-09-02,WH-02,MP-1117,117,41
2024-09-02,WH-03,MP-1117,307,14
2024-09-02,WH-01,MP-1118,130,31
2024-09-02,WH-02,MP-1118,50,21
2024-09-02,WH-03,MP-1118,95,7
2024-09-02,WH-01,MP-1119,200,0
2024-09-02,WH-02,MP-1119,54,6
2024-09-02,WH-03,MP-1119,115,33
2024-09-02,WH-01,MP-1120,151,46
2024-09-02,WH-02,MP-1120,43,2
2024-09-02,WH-03,MP-1120,79,9
2024-09-02,WH-01,MP-1121,326,63
2024-09-02,WH-02,MP-1121,112,21
2024-09-02,WH-03,MP-1121,151,22
2024-09-02,WH-01,MP-1122,272,11
2024-09-02,WH-02,MP-1122,55,12
2024-09-02,WH-03,MP-1122,86,26
2024-09-02,WH-01,MP-1123,105,44
2024-09-02,WH-02,MP-1123,40,17
2024-09-02,WH-03,MP-1123,49,15
2024-09-02,WH-01,MP-1124,139,11
2024-09-02,WH-02,MP-1124,84,17
2024-09-02,WH-03,MP-1124,106,6
2024-09-02,WH-01,MP-1125,357,46
2024-09-02,WH-02,MP-1125,143,19
2024-09-02,WH-03,MP-1125,143,10
2024-09-02,WH-01,MP-1126,146,1
2024-09-02,WH-02,MP-1126,51,8
2024-09-02,WH-03,MP-1126,35,3
2024-09-02,WH-01,MP-1127,200,8
2024-09-02,WH-02,MP-1127,74,24
2024-09-02,WH-03,MP-1127,51,2
2024-09-02,WH-01,MP-1128,295,90
2024-09-02,WH-02,MP-1128,97,9
2024-09-02,WH-03,MP-1128,192,60
2024-09-02,WH-01,MP-1129,530,95
2024-09-02,WH-02,MP-1129,134,6
2024-09-02,WH-03,MP-1129,167,41
2024-09-02,WH-01,MP-1130,293,76
2024-09-02,WH-02,MP-1130,105,15
2024-09-02,WH-03,MP-1130,98,13
2024-09-02,WH-01,MP-1131,231,45
2024-09-02,WH-02,MP-1131,62,31
2024-09-02,WH-03,MP-1131,114,37
2024-09-05,WH-01,MP-1001,744,161
2024-09-05,WH-02,MP-1001,200,87
2024-09-05,WH-03,MP-1001,1367,67
2024-09-05,WH-01,MP-1002,706,64
2024-09-05,WH-02,MP-1002,247,69
2024-09-05,WH-03,MP-1002,850,256
2024-09-05,WH-01,MP-1003,217,39
2024-09-05,WH-02,MP-1003,107,31
2024-09-05,WH-03,MP-1003,450,21
2024-09-05,WH-01,MP-1004,459,14
2024-09-05,WH-02,MP-1004,115,35
2024-09-05,WH-03,MP-1004,565,108
2024-09-05,WH-01,MP-1005,469,33
2024-09-05,WH-02,MP-1005,157,36
2024-09-05,WH-03,MP-1005,257,77
2024-09-05,WH-01,MP-1006,758,231
2024-09-05,WH-02,MP-1006,366,36
2024-09-05,WH-03,MP-1006,400,110
2024-09-05,WH-01,MP-1007,466,64
2024-09-05,WH-02,MP-1007,121,44
2024-09-05,WH-03,MP-1007,253,67
2024-09-05,WH-01,MP-1008,1168,158
2024-09-05,WH-02,MP-1008,589,162
2024-09-05,WH-03,MP-1008,818,287
2024-09-05,WH-01,MP-1009,639,185
2024-09-05,WH-02,MP-1009,110,41
2024-09-05,WH-03,MP-1009,353,103
2024-09-05,WH-01,MP-1010,291,52
2024-09-05,WH-02,MP-1010,146,0
2024-09-05,WH-03,MP-1010,181,62
2024-09-05,WH-01,MP-1011,625,194
2024-09-05,WH-02,MP-1011,139,62
2024-09-05,WH-03,MP-1011,300,119
2024-09-05,WH-01,MP-1012,1856,231
2024-09-05,WH-02,MP-1012,567,219
2024-09-05,WH-03,MP-1012,838,252
2024-09-05,WH-01,MP-1013,416,136
2024-09-05,WH-02,MP-1013,110,39
2024-09-05,WH-03,MP-1013,293,35
2024-09-05,WH-01,MP-1014,547,314
2024-09-05,WH-02,MP-1014,206,62
2024-09-05,WH-03,MP-1014,365,206
2024-09-05,WH-01,MP-1015,510,28
2024-09-05,WH-02,MP-1015,253,53
2024-09-05,WH-03,MP-1015,346,165
2024-09-05,WH-01,MP-1016,903,396
2024-09-05,WH-02,MP-1016,248,13
2024-09-05,WH-03,MP-1016,659,254
2024-09-05,WH-01,MP-1017,568,54
2024-09-05,WH-02,MP-1017,266,70
2024-09-05,WH-03,MP-1017,529,29
2024-09-05,WH-01,MP-1018,1121,173
2024-09-05,WH-02,MP-1018,365,111
2024-09-05,WH-03,MP-1018,591,269
2024-09-05,WH-01,MP-1019,262,23
2024-09-05,WH-02,MP-1019,182,20
2024-09-05,WH-03,MP-1019,243,21
2024-09-05,WH-01,MP-1020,1214,354
2024-09-05,WH-02,MP-1020,399,11
2024-09-05,WH-03,MP-1020,836,297
2024-09-05,WH-01,MP-1021,185,78
2024-09-05,WH-02,MP-1021,137,3
2024-09-05,WH-03,MP-1021,103,58
2024-09-05,WH-01,MP-1022,296,158
2024-09-05,WH-02,MP-1022,130,43
2024-09-05,WH-03,MP-1022,285,25
2024-09-05,WH-01,MP-1023,93,65
2024-09-05,WH-02,MP-1023,228,67
2024-09-05,WH-03,MP-1023,56,7
2024-09-05,WH-01,MP-1024,41,62
2024-09-05,WH-02,MP-1024,228,33
2024-09-05,WH-03,MP-1024,25,4
2024-09-05,WH-01,MP-1025,85,47
2024-09-05,WH-02,MP-1025,228,65
2024-09-05,WH-03,MP-1025,48,37
2024-09-05,WH-01,MP-1026,44,54
2024-09-05,WH-02,MP-1026,228,25
2024-09-05,WH-03,MP-1026,27,38
2024-09-05,WH-01,MP-1027,283,23
2024-09-05,WH-02,MP-1027,95,21
2024-09-05,WH-03,MP-1027,173,0
2024-09-05,WH-01,MP-1028,178,100
2024-09-05,WH-02,MP-1028,93,39
2024-09-05,WH-03,MP-1028,87,46
2024-09-05,WH-01,MP-1029,770,215
2024-09-05,WH-02,MP-1029,131,34
2024-09-05,WH-03,MP-1029,348,12
2024-09-05,WH-01,MP-1030,296,27
2024-09-05,WH-02,MP-1030,148,3
2024-09-05,WH-03,MP-1030,206,47
2024-09-05,WH-01,MP-1031,310,141
2024-09-05,WH-02,MP-1031,142,28
2024-09-05,WH-03,MP-1031,204,60
2024-09-05,WH-01,MP-1032,698,93
2024-09-05,WH-02,MP-1032,247,51
2024-09-05,WH-03,MP-1032,376,88
2024-09-05,WH-01,MP-1033,312,91
2024-09-05,WH-02,MP-1033,157,8
2024-09-05,WH-03,MP-1033,122,11
2024-09-05,WH-01,MP-1034,864,87
2024-09-05,WH-02,MP-1034,365,8
2024-09-05,WH-03,MP-1034,404,202
2024-09-05,WH-01,MP-1035,641,195
2024-09-05,WH-02,MP-1035,321,80
2024-09-05,WH-03,MP-1035,495,155
2024-09-05,WH-01,MP-1036,656,131
2024-09-05,WH-02,MP-1036,293,51
2024-09-05,WH-03,MP-1036,507,209
2024-09-05,WH-01,MP-1037,1490,522
2024-09-05,WH-02,MP-1037,697,61
2024-09-05,WH-03,MP-1037,1029,279
2024-09-05,WH-01,MP-1038,951,405
2024-09-05,WH-02,MP-1038,467,111
2024-09-05,WH-03,MP-1038,533,246
2024-09-05,WH-01,MP-1039,512,70
2024-09-05,WH-02,MP-1039,179,34
2024-09-05,WH-03,MP-1039,167,58
2024-09-05,WH-01,MP-1040,594,210
2024-09-05,WH-02,MP-1040,325,67
2024-09-05,WH-03,MP-1040,603,90
2024-09-05,WH-01,MP-1041,194,10
2024-09-05,WH-02,MP-1041,87,11
2024-09-05,WH-03,MP-1041,132,13
2024-09-05,WH-01,MP-1042,528,71
2024-09-05,WH-02,MP-1042,235,75
2024-09-05,WH-03,MP-1042,213,57
2024-09-05,WH-01,MP-1043,778,0
2024-09-05,WH-02,MP-1043,351,62
2024-09-05,WH-03,MP-1043,397,48
2024-09-05,WH-01,MP-1044,466,186
2024-09-05,WH-02,MP-1044,142,60
2024-09-05,WH-03,MP-1044,175,24
2024-09-05,WH-01,MP-1045,497,139
2024-09-05,WH-02,MP-1045,195,25
2024-09-05,WH-03,MP-1045,187,33
2024-09-05,WH-01,MP-1046,597,35
2024-09-05,WH-02,MP-1046,198,20
2024-09-05,WH-03,MP-1046,296,81
2024-09-05,WH-01,MP-1047,1711,216
2024-09-05,WH-02,MP-1047,471,107
2024-09-05,WH-03,MP-1047,500,154
2024-09-05,WH-01,MP-1048,535,153
2024-09-05,WH-02,MP-1048,241,34
2024-09-05,WH-03,MP-1048,303,34
2024-09-05,WH-01,MP-1049,228,77
2024-09-05,WH-02,MP-1049,109,8
2024-09-05,WH-03,MP-1049,147,39
2024-09-05,WH-01,MP-1050,531,50
2024-09-05,WH-02,MP-1050,176,62
2024-09-05,WH-03,MP-1050,169,35
2024-09-05,WH-01,MP-1051,1004,173
2024-09-05,WH-02,MP-1051,441,132
2024-09-05,WH-03,MP-1051,651,175
2024-09-05,WH-01,MP-1052,543,81
2024-09-05,WH-02,MP-1052,293,60
2024-09-05,WH-03,MP-1052,310,50
2024-09-05,WH-01,MP-1053,384,121
2024-09-05,WH-02,MP-1053,115,57
2024-09-05,WH-03,MP-1053,171,35
2024-09-05,WH-01,MP-1054,323,51
2024-09-05,WH-02,MP-1054,120,19
2024-09-05,WH-03,MP-1054,146,35
2024-09-05,WH-01,MP-1055,548,0
2024-09-05,WH-02,MP-1055,161,26
2024-09-05,WH-03,MP-1055,264,61
2024-09-05,WH-01,MP-1056,960,158
2024-09-05,WH-02,MP-1056,195,83
2024-09-05,WH-03,MP-1056,260,55
2024-09-05,WH-01,MP-1057,535,153
2024-09-05,WH-02,MP-1057,182,31
2024-09-05,WH-03,MP-1057,303,94
2024-09-05,WH-01,MP-1058,279,45
2024-09-05,WH-02,MP-1058,88,16
2024-09-05,WH-03,MP-1058,107,7
2024-09-05,WH-01,MP-1059,252,76
2024-09-05,WH-02,MP-1059,114,41
2024-09-05,WH-03,MP-1059,172,41
2024-09-05,WH-01,MP-1060,62,31
2024-09-05,WH-02,MP-1060,25,2
2024-09-05,WH-03,MP-1060,62,28
2024-09-05,WH-01,MP-1061,238,32
2024-09-05,WH-02,MP-1061,63,8
2024-09-05,WH-03,MP-1061,134,7
2024-09-05,WH-01,MP-1062,104,18
2024-09-05,WH-02,MP-1062,54,10
2024-09-05,WH-03,MP-1062,159,8
2024-09-05,WH-01,MP-1063,302,106
2024-09-05,WH-02,MP-1063,103,13
2024-09-05,WH-03,MP-1063,237,12
2024-09-05,WH-01,MP-1064,298,106
2024-09-05,WH-02,MP-1064,85,38
2024-09-05,WH-03,MP-1064,187,65
2024-09-05,WH-01,MP-1065,339,111
2024-09-05,WH-02,MP-1065,98,45
2024-09-05,WH-03,MP-1065,283,57
2024-09-05,WH-01,MP-1066,210,95
2024-09-05,WH-02,MP-1066,104,32
2024-09-05,WH-03,MP-1066,204,58
2024-09-05,WH-01,MP-1067,165,7
2024-09-05,WH-02,MP-1067,77,36
2024-09-05,WH-03,MP-1067,120,45
2024-09-05,WH-01,MP-1068,96,34
2024-09-05,WH-02,MP-1068,27,10
2024-09-05,WH-03,MP-1068,60,32
2024-09-05,WH-01,MP-1069,142,41
2024-09-05,WH-02,MP-1069,30,12
2024-09-05,WH-03,MP-1069,82,9
2024-09-05,WH-01,MP-1070,159,61
2024-09-05,WH-02,MP-1070,67,6
2024-09-05,WH-03,MP-1070,147,3
2024-09-05,WH-01,MP-1071,130,1
2024-09-05,WH-02,MP-1071,42,10
2024-09-05,WH-03,MP-1071,109,11
2024-09-05,WH-01,MP-1072,148,30
2024-09-05,WH-02,MP-1072,112,28
2024-09-05,WH-03,MP-1072,112,35
2024-09-05,WH-01,MP-1073,142,38
2024-09-05,WH-02,MP-1073,43,2
2024-09-05,WH-03,MP-1073,149,2
2024-09-05,WH-01,MP-1074,252,39
2024-09-05,WH-02,MP-1074,70,24
2024-09-05,WH-03,MP-1074,140,23
2024-09-05,WH-01,MP-1075,375,26
2024-09-05,WH-02,MP-1075,174,20
2024-09-05,WH-03,MP-1075,225,74
2024-09-05,WH-01,MP-1076,323,54
2024-09-05,WH-02,MP-1076,199,24
2024-09-05,WH-03,MP-1076,206,32
2024-09-05,WH-01,MP-1077,478,18
2024-09-05,WH-02,MP-1077,211,9
2024-09-05,WH-03,MP-1077,335,15
2024-09-05,WH-01,MP-1078,264,134
2024-09-05,WH-02,MP-1078,128,2
2024-09-05,WH-03,MP-1078,136,22
2024-09-05,WH-01,MP-1079,348,168
2024-09-05,WH-02,MP-1079,162,27
2024-09-05,WH-03,MP-1079,181,22
2024-09-05,WH-01,MP-1080,611,6
2024-09-05,WH-02,MP-1080,241,16
