order_id,freight_cost,handling_cost,rebate_amount
SO-700423,47.93,8.75,0
SO-700424,86.87,12.45,0
SO-700425,124.77,12.45,0
SO-700426,96.09,12.45,0
SO-700427,134.06,14.3,0
SO-700428,88.57,10.6,0
SO-700429,89.66,12.45,0
SO-700430,178.75,14.3,0
SO-700431,235.56,12.45,86.41
SO-700432,92.83,10.6,0
SO-700433,231.09,16.15,169.15
SO-700434,107.27,14.3,0
SO-700435,129.92,16.15,0
SO-700436,104.43,10.6,0
SO-700437,106.22,10.6,0
SO-700438,199.17,16.15,219.79
SO-700439,22.28,6.9,0
SO-700440,171.74,12.45,143.13
SO-700441,37.67,8.75,0
SO-700442,161.87,14.3,74.01
SO-700443,49.9,10.6,0
SO-700444,36.47,8.75,0
SO-700445,95.95,14.3,0
SO-700446,56.61,14.3,0
SO-700447,105.04,14.3,0
SO-700448,177.35,16.15,155.59
SO-700449,35.51,8.75,0
SO-700450,116.77,18,154.16
SO-700451,88.53,8.75,0
SO-700452,210.93,12.45,109.44
SO-700453,46.75,14.3,0
SO-700454,171.39,14.3,0
SO-700455,70.1,10.6,0
SO-700456,44.67,6.9,0
SO-700457,92.82,10.6,0
SO-700458,71.73,10.6,0
SO-700459,66.37,8.75,0
SO-700460,201.74,16.15,367.08
SO-700461,40.66,10.6,0
SO-700462,70.4,12.45,0
SO-700463,189.88,12.45,0
SO-700464,58.17,8.75,0
SO-700465,35.13,6.9,0
SO-700466,130.19,14.3,93.51
SO-700467,80.56,12.45,0
SO-700468,109.04,10.6,0
SO-700469,117.57,12.45,0
SO-700470,39.53,12.45,0
SO-700471,270.27,10.6,193.48
SO-700472,90.23,10.6,67.63
SO-700473,239.1,10.6,278.44
SO-700474,101.44,12.45,71.72
SO-700475,31.09,6.9,0
SO-700476,239.94,16.15,125.55
SO-700477,126.31,14.3,0
SO-700478,156.68,12.45,78.11
SO-700479,349.23,14.3,330.23
SO-700480,67.94,8.75,0
SO-700481,89.09,8.75,0
SO-700482,151.39,8.75,0
SO-700483,114.53,12.45,118.28
SO-700484,138.72,14.3,0
SO-700485,157.33,12.45,0
SO-700486,299.83,12.45,129.26
SO-700487,91.03,10.6,39.39
SO-700488,73.25,10.6,0
SO-700489,188.95,14.3,0
SO-700490,98.92,10.6,0
SO-700491,39.94,10.6,0
SO-700492,76.32,12.45,0
SO-700493,78.53,14.3,118.59
SO-700494,266.97,16.15,180.51
SO-700495,55.19,8.75,0
SO-700496,62.66,12.45,0
SO-700497,64.37,10.6,0
SO-700498,69.74,8.75,0
SO-700499,107.48,12.45,88.23
SO-700500,99.45,6.9,0
SO-700501,74.98,10.6,0
SO-700502,110.08,8.75,0
SO-700503,192.26,10.6,165.5
SO-700504,235.4,14.3,206.06
SO-700505,94.51,16.15,79.45
SO-700506,171.8,12.45,0
SO-700507,187.57,12.45,165.11
SO-700508,67.44,8.75,0
SO-700509,138.42,12.45,0
SO-700510,94.11,12.45,0
SO-700511,90.57,12.45,82.87
SO-700512,94.62,10.6,0
SO-700513,127.46,12.45,0
SO-700514,140.33,16.15,93.06
SO-700515,54.92,12.45,0
SO-700516,121.46,18,0
SO-700517,377.15,16.15,349.59
SO-700518,143.56,12.45,101.21
SO-700519,86.82,14.3,0
SO-700520,46.71,8.75,0
SO-700521,64.91,8.75,0
SO-700522,143.31,16.15,0
SO-700523,256.32,16.15,184.83
SO-700524,95.63,12.45,98.85
SO-700525,81.27,10.6,76.28
SO-700526,58.02,8.75,0
SO-700527,121.61,10.6,0
SO-700528,98.03,14.3,114.97
SO-700529,14.68,6.9,0
SO-700530,362.17,12.45,393.45
SO-700531,77.97,14.3,0
SO-700532,126.41,14.3,154.24
SO-700533,141.51,8.75,0
SO-700534,138.42,16.15,139.33
SO-700535,85.69,10.6,0
SO-700536,105.59,12.45,115.04
SO-700537,65.64,10.6,0
SO-700538,119.33,14.3,126.37
SO-700539,206.06,18,202.91
SO-700540,73.85,12.45,0
SO-700541,207.35,14.3,241.2
SO-700542,149.24,16.15,0
SO-700543,111.14,14.3,0
SO-700544,51.2,8.75,0
SO-700545,52.09,12.45,0
SO-700546,118.46,8.75,0
SO-700547,140.79,12.45,0
SO-700548,290.03,14.3,0
SO-700549,130.44,8.75,0
SO-700550,91.75,10.6,59.34
SO-700551,157.84,10.6,0
SO-700552,27.37,6.9,0
SO-700553,35.3,6.9,0
SO-700554,125.97,10.6,53.81
SO-700555,123.72,10.6,118.44
SO-700556,213.49,18,0
SO-700557,120.59,12.45,0
SO-700558,25.08,8.75,0
SO-700559,431.77,16.15,306.64
SO-700560,97.61,12.45,0
SO-700561,145.9,18,159.64
SO-700562,140.08,14.3,0
SO-700563,94.65,12.45,0
SO-700564,128.64,16.15,66.99
SO-700565,129.48,14.3,108.89
SO-700566,161.2,10.6,95.36
SO-700567,161,10.6,0
SO-700568,90.09,16.15,199.83
SO-700569,112.7,14.3,0
SO-700570,143,14.3,138.09
SO-700571,54.83,12.45,0
SO-700572,168.78,10.6,106.91
SO-700573,110.95,12.45,139.45
SO-700574,92.26,18,70.24
SO-700575,117.15,18,288.09
SO-700576,89.79,10.6,0
SO-700577,107.9,14.3,0
SO-700578,47.57,8.75,0
SO-700579,54.81,10.6,0
SO-700580,134.28,18,149
SO-700581,92.52,12.45,0
SO-700582,157.24,14.3,0
SO-700583,60.91,8.75,0
SO-700584,61.7,14.3,67.81
SO-700585,107.02,10.6,0
SO-700586,118.63,14.3,76.07
SO-700587,72.23,8.75,0
SO-700588,55.44,8.75,0
SO-700589,29.75,8.75,0
SO-700590,86.19,12.45,0
SO-700591,54.28,10.6,50.1
SO-700592,53.42,8.75,0
SO-700593,92.59,10.6,0
SO-700594,139,16.15,293.05
SO-700595,95.23,12.45,0
SO-700596,160.99,10.6,97.9
SO-700597,189.85,10.6,0
SO-700598,142.25,8.75,0
SO-700599,68.32,12.45,0
SO-700600,116.5,12.45,0
SO-700601,426.16,10.6,323.13
SO-700602,263.76,18,231.37
SO-700603,151.52,12.45,0
SO-700604,27.8,10.6,0
SO-700605,153.65,18,81.39
SO-700606,108.56,16.15,0
SO-700607,160.1,14.3,0
SO-700608,147.94,18,0
SO-700609,128.62,12.45,0
SO-700610,13.65,5.05,0
SO-700611,89.88,10.6,77.46
SO-700612,56.4,6.9,0
SO-700613,60.1,8.75,0
SO-700614,119.09,12.45,141.45
SO-700615,171.98,14.3,0
SO-700616,113.75,14.3,0
SO-700617,98.19,10.6,0
SO-700618,107.58,12.45,0
SO-700619,51.99,8.75,0
SO-700620,143.16,18,0
SO-700621,367.41,14.3,293.7
SO-700622,126.68,10.6,0
SO-700623,147.77,14.3,139.24
SO-700624,236.24,12.45,0
SO-700625,103.92,10.6,132.22
SO-700626,39.03,8.75,0
SO-700627,166.02,10.6,277.51
SO-700628,36.96,10.6,51.96
SO-700629,60.55,10.6,83.92
SO-700630,43.37,10.6,0
SO-700631,114.23,18,81.2
SO-700632,62.19,10.6,43.02
SO-700633,99.11,8.75,0
SO-700634,79.18,12.45,0
SO-700635,170.25,12.45,150.47
SO-700636,120.41,10.6,0
SO-700637,81.12,12.45,73.35
SO-700638,52.06,12.45,139.77
SO-700639,79.79,12.45,66.19
SO-700640,192.76,10.6,206.6
SO-700641,49.67,12.45,0
SO-700642,66.56,10.6,0
SO-700643,82.71,14.3,0
SO-700644,99.72,14.3,106.31
SO-700645,72.96,10.6,0
SO-700646,155.04,18,167.73
SO-700647,34.13,8.75,0
SO-700648,34.74,8.75,0
SO-700649,169.27,12.45,0
SO-700650,104.7,8.75,0
SO-700651,109.54,8.75,0
SO-700652,54.37,16.15,0
SO-700653,59.21,8.75,0
SO-700654,110.13,12.45,0
SO-700655,112.51,12.45,0
SO-700656,102.38,14.3,0
SO-700657,81.92,18,65.06
SO-700658,69.72,10.6,0
SO-700659,118.74,12.45,133.6
SO-700660,45.75,14.3,0
SO-700661,97.55,12.45,0
SO-700662,61.79,14.3,0
SO-700663,305.79,14.3,207.33
SO-700664,28.87,8.75,0
SO-700665,156.1,14.3,80.94
SO-700666,118.09,14.3,0
SO-700667,51.88,10.6,0
SO-700668,379.19,16.15,511.58
SO-700669,138.42,10.6,103.75
SO-700670,89.74,14.3,0
SO-700671,177.64,16.15,0
SO-700672,19.19,8.75,0
SO-700673,49.07,8.75,0
SO-700674,69.22,12.45,0
SO-700675,352.24,18,244.33
SO-700676,50.76,8.75,0
SO-700677,181.84,16.15,0
SO-700678,93.75,14.3,44.67
SO-700679,98.44,12.45,88.17
SO-700680,133.82,12.45,0
SO-700681,81.96,10.6,0
SO-700682,197.35,18,0
SO-700683,123.4,12.45,0
SO-700684,59.94,12.45,50.54
SO-700685,35.52,8.75,0
SO-700686,88.49,10.6,136.16
SO-700687,101.41,12.45,46.91
SO-700688,209.19,14.3,144.47
SO-700689,93.43,14.3,0
SO-700690,115.9,14.3,187.13
SO-700691,264.83,14.3,73.52
SO-700692,190.91,18,235.5
SO-700693,73.49,10.6,0
SO-700694,80.75,16.15,0
SO-700695,98.91,10.6,0
SO-700696,116.85,14.3,0
SO-700697,148.67,12.45,0
SO-700698,62.81,12.45,0
SO-700699,77.9,10.6,0
SO-700700,83.09,8.75,0
SO-700701,274.11,16.15,204.63
SO-700702,110.18,10.6,0
SO-700703,149.7,16.15,68.15
SO-700704,291.81,14.3,197.79
SO-700705,105.77,12.45,0
SO-700706,85.52,10.6,0
SO-700707,74.94,10.6,62.4
SO-700708,28.67,8.75,0
SO-700709,114.21,6.9,0
SO-700710,93.79,16.15,0
SO-700711,61.04,12.45,0
SO-700712,205.46,14.3,0
SO-700713,170.49,12.45,0
SO-700714,81.04,14.3,135.91
SO-700715,81.76,12.45,109.79
SO-700716,122.2,10.6,0
SO-700717,178.7,18,0
SO-700718,122.27,8.75,0
SO-700719,130.87,18,57.72
SO-700720,69.18,10.6,0
SO-700721,220.88,14.3,218.26
SO-700722,141.87,18,214.54
SO-700723,134.11,14.3,68.71
SO-700724,56.18,14.3,0
SO-700725,101.15,10.6,0
SO-700726,184.91,12.45,0
SO-700727,42.88,12.45,0
SO-700728,160.64,16.15,173.92
SO-700729,76.36,14.3,0
SO-700730,248.42,18,97.79
SO-700731,241.55,14.3,0
SO-700732,71.27,12.45,0
SO-700733,134.72,14.3,0
SO-700734,172.48,14.3,251.16
SO-700735,92.45,10.6,51.03
SO-700736,335.46,16.15,543.12
SO-700737,175.26,16.15,140.97
SO-700738,243.82,14.3,186.78
SO-700739,90.22,12.45,56.57
SO-700740,94.26,10.6,0
SO-700741,42.71,12.45,0
SO-700742,117.19,8.75,0
SO-700743,177.9,14.3,0
SO-700744,79.16,8.75,0
SO-700745,112.85,10.6,0
SO-700746,58.46,8.75,0
SO-700747,63.75,12.45,0
SO-700748,34.88,10.6,0
SO-700749,241.97,10.6,243.83
SO-700750,34.88,8.75,0
SO-700751,40.11,12.45,0
SO-700752,100.14,14.3,0
SO-700753,73.26,12.45,0
SO-700754,110.3,14.3,58.4
SO-700755,74.48,14.3,0
SO-700756,39.86,8.75,0
SO-700757,217.42,16.15,0
SO-700758,106.28,10.6,83.91
SO-700759,136.94,12.45,77.17
SO-700760,128.08,12.45,0
SO-700761,48.55,12.45,0
SO-700762,34.77,10.6,0
SO-700763,189.29,12.45,0
SO-700764,158.78,14.3,0
SO-700765,62.78,8.75,0
SO-700766,44.63,10.6,0
SO-700767,52.35,12.45,0
SO-700768,85.5,10.6,0
SO-700769,114.72,12.45,0
SO-700770,124.78,14.3,143.24
SO-700771,32.3,8.75,0
SO-700772,86.61,8.75,0
SO-700773,163.31,10.6,105.54
SO-700774,67.13,14.3,0
SO-700775,56.16,14.3,0
SO-700776,193.89,16.15,174.05
SO-700777,84.06,18,0
SO-700778,301.08,14.3,479.7
SO-700779,112.25,14.3,0
SO-700780,86.61,10.6,0
SO-700781,182.89,10.6,75.09
SO-700782,148.69,14.3,0
SO-700783,59.32,8.75,0
SO-700784,120.84,14.3,0
SO-700785,101.77,10.6,0
SO-700786,144.46,10.6,134.16
SO-700787,93.33,12.45,0
SO-700788,79.55,14.3,0
SO-700789,93.23,14.3,0
SO-700790,82.49,10.6,0
SO-700791,88.83,10.6,78.09
SO-700792,176.88,12.45,168.65
SO-700793,189.06,12.45,0
SO-700794,57.36,6.9,0
SO-700795,172.34,14.3,115.95
SO-700796,33.81,8.75,0
SO-700797,113.89,10.6,0
SO-700798,105.38,12.45,0
SO-700799,40.18,12.45,0
SO-700800,96.97,12.45,58.88
SO-700801,23.27,8.75,0
SO-700802,40.48,8.75,0
SO-700803,165.83,14.3,168.9
SO-700804,149.11,14.3,92.23
SO-700805,114.5,12.45,131.29
SO-700806,48.76,8.75,0
SO-700807,121.46,10.6,0
SO-700808,155.28,14.3,0
SO-700809,34.6,8.75,0
SO-700810,338.86,14.3,92.08
SO-700811,39.16,12.45,0
SO-700812,103.4,16.15,155.81
SO-700813,124.46,10.6,0
SO-700814,52.12,14.3,0
SO-700815,42.51,10.6,0
SO-700816,72.69,14.3,0
SO-700817,63,12.45,0
SO-700818,23.14,6.9,0
SO-700819,118.36,14.3,0
SO-700820,220.47,14.3,0
SO-700821,33.87,12.45,0
SO-700822,95.66,8.75,0
SO-700823,70.85,10.6,96.72
SO-700824,254.87,12.45,118.98
SO-700825,148.35,12.45,0
SO-700826,80.23,12.45,0
SO-700827,203.05,18,105.96
SO-700828,52.29,10.6,0
SO-700829,108,14.3,0
SO-700830,69.66,8.75,0
SO-700831,90.95,12.45,0
SO-700832,83.84,10.6,0
SO-700833,33.09,8.75,0
SO-700834,66.49,8.75,0
SO-700835,92.13,8.75,0
SO-700836,57.04,8.75,0
SO-700837,54.71,10.6,0
SO-700838,48.84,8.75,0
SO-700839,143.28,12.45,0
SO-700840,114.65,18,43.81
SO-700841,145.73,16.15,187.61
SO-700842,68.73,14.3,54.7
SO-700843,34.25,6.9,0
SO-700844,130.36,12.45,0
SO-700845,202.39,16.15,83.82
