customer_id,customer_name,channel,region,city,credit_terms_days,rep_id,rebate_pct,onboarded_date
CUS-5050,Apex Depot Depot,Wholesale,South,Kestrel Bay,45,REP-108,0.06,2018-11-11
CUS-5051,  Apex Depot Branch,Wholesale,Coastal,Lakeside,14,REP-105,0.06,2021-07-24
CUS-5052,Apex Depot Hub ,wholesale,Coastal,Stonebridge,60,REP-110,0.05,2019-12-19
CUS-5053,Ironbridge Supply Depot,Wholesale,Coastal,Ridgeway,30,REP-110,0.05,2020-06-12
CUS-5054,Ironbridge Supply Branch,wholesale,Coastal,Ashford,14,REP-110,0.04,2024-01-26
CUS-5055,  Ironbridge Supply Hub,Wholesale,Coastal,Fairmount,14,REP-105,0.05,2019-09-07
CUS-5056,Ashford Corner Shop 9,General Trade,East,Fairmount,30,REP-104,0,2021-07-02
CUS-5057,Stonebridge Mini Mart 75,General Trade,Coastal,Ridgeway,60,REP-110,0,2023-04-25
CUS-5058,Ridgeway Mini Mart 23 ,General Trade,East,Kestrel Bay,45,REP-104,0,2021-09-27
CUS-5059,Ashford Mini Mart 58,General Trade,East,Highfield,30,REP-109,0,2020-04-07
CUS-5060,Highfield Mini Mart 9,General Trade,South,Portmere,30,REP-103,0,2017-08-13
CUS-5061,Kestrel Bay Daily Needs 91,GENERAL TRADE,North,Northvale,60,REP-102,0,2023-06-30
CUS-5062,Northvale Corner Shop 51,General Trade,Coastal,Highfield,30,REP-110,0,2023-04-25
CUS-5063,Fairmount Quick Stop 46,General Trade,South,Lakeside,30,REP-103,0,2022-01-28
CUS-5064,Northvale Quick Stop 22,General Trade,Coastal,Ridgeway,30,REP-110,0,2024-03-31
CUS-5065,Stonebridge Daily Needs 23,General Trade,Coastal,Northvale,45,REP-110,0,2024-01-11
CUS-5066,Kestrel Bay Daily Needs 56,General Trade,Central,Northvale,30,REP-111,0,2023-04-19
CUS-5067,Kestrel Bay Quick Stop 20,General Trade,North,Fairmount,30,REP-107,0,2019-11-03
CUS-5068,Lakeside Market Stall 3,General Trade,East,Stonebridge,45,REP-104,0,2022-04-08
CUS-5069,  Kestrel Bay Daily Needs 78,General Trade,Coastal,Portmere,45,REP-110,0,2022-03-16
CUS-5070,Kestrel Bay Daily Needs 89,General Trade,East,Stonebridge,30,REP-104,0,2020-03-27
CUS-5071,  Kestrel Bay Daily Needs 40,General Trade,South,Ridgeway,14,REP-108,0,2021-11-04
CUS-5072,Portmere Roadside Store 29,GENERAL TRADE,Central,Portmere,30,REP-111,0,2018-04-23
CUS-5073,Ridgeway Corner Shop 31,General Trade,East,Ridgeway,30,REP-104,0,2018-01-19
CUS-5074,Lakeside Market Stall 23,General Trade,Central,Kestrel Bay,45,REP-101,0,2021-05-19
CUS-5075,Lakeside Corner Shop 38,General Trade,Central,Ashford,14,REP-111,0,2018-01-11
CUS-5076,Fairmount Daily Needs 97,General Trade,North,Lakeside,14,REP-107,0,2019-11-02
CUS-5077,Ridgeway Village Grocer 8,General Trade,Central,Stonebridge,30,REP-111,0,2020-07-29
CUS-5078,Portmere Market Stall 50,General Trade,East,Highfield,45,REP-104,0,2023-05-02
CUS-5079,Ashford Corner Shop 55,General Trade,South,Stonebridge,30,REP-103,0,2022-04-13
CUS-5080,Ridgeway Mini Mart 62,General Trade,Coastal,Ridgeway,45,REP-110,0,2021-06-16
CUS-5081,Northvale Corner Shop 24,General Trade,Central,Kestrel Bay,45,REP-106,0,2017-09-29
CUS-5082,Ridgeway Corner Shop 19,General Trade,Coastal,Stonebridge,14,REP-105,0,2022-08-08
CUS-5083,Stonebridge Mini Mart 29,General Trade,South,Marlowe,30,REP-103,0,2023-06-05
CUS-5084,Fairmount Village Grocer 33 ,General Trade,Central,Fairmount,60,REP-101,0,2020-09-06
CUS-5085,Ashford Market Stall 74,General Trade,North,Ashford,30,REP-112,0,2022-06-18
CUS-5086,Lakeside Mini Mart 42,GENERAL TRADE,Central,Fairmount,60,REP-101,0,2024-05-31
CUS-5087,Highfield Roadside Store 81,General Trade,South,Kestrel Bay,30,REP-108,0,2023-08-03
CUS-5088,Lakeside Village Grocer 3,General Trade,North,Highfield,14,REP-102,0,2020-09-01
CUS-5089,Kestrel Bay Village Grocer 48,General Trade,South,Marlowe,30,REP-103,0,2021-11-16
CUS-5090,Highfield Corner Shop 78,General Trade,Coastal,Ridgeway,14,REP-105,0,2019-04-10
CUS-5091,Marlowe Market Stall 81,General Trade,North,Northvale,14,REP-107,0,2023-02-24
CUS-5092,  Stonebridge Roadside Store 81,General Trade,East,Northvale,45,REP-109,0,2021-02-18
CUS-5093,Portmere Family Store 77,general trade,Coastal,Ashford,30,REP-105,0,2019-01-28
CUS-5094,Portmere Market Stall 3,GENERAL TRADE,Coastal,Ashford,30,REP-105,0,2020-11-12
CUS-5095,Stonebridge Roadside Store 82,General Trade,Coastal,Portmere,30,REP-105,0,2022-11-06
CUS-5096,Ridgeway Quick Stop 75,GENERAL TRADE,South,Northvale,60,REP-103,0,2021-11-19
CUS-5097,Kestrel Bay Village Grocer 40,General Trade,East,Ashford,30,REP-109,0,2022-06-20
CUS-5098,Marlowe Mini Mart 76,GENERAL TRADE,South,Ashford,45,REP-108,0,2019-08-29
CUS-5099,Marlowe Daily Needs 60,General Trade,North,Northvale,14,REP-102,0,2018-12-24
CUS-5100,Northvale Family Store 68,general trade,East,Fairmount,30,REP-109,0,2018-07-22
CUS-5101,Ridgeway Daily Needs 10,General Trade,Coastal,Highfield,30,REP-110,0,2017-11-10
CUS-5102,Highfield Corner Shop 9,General Trade,Coastal,Highfield,60,REP-110,0,2018-10-25
CUS-5103,Highfield Corner Shop 9,General Trade,North,Fairmount,45,REP-107,0,2023-08-15
CUS-5104,Highfield Market Stall 43,General Trade,South,Highfield,60,REP-108,0,2021-10-10
CUS-5105,Ashford Quick Stop 5,General Trade,North,Marlowe,30,REP-112,0,2020-03-25
CUS-5106,Kestrel Bay Daily Needs 69,General Trade,East,Fairmount,14,REP-109,0,2018-10-02
CUS-5107,Portmere Village Grocer 34,General Trade,Coastal,Northvale,30,REP-105,0,2017-10-05
CUS-5108,Stonebridge Daily Needs 4,GENERAL TRADE,South,Ashford,60,REP-108,0,2020-08-10
CUS-5109,Portmere Market Stall 4,General Trade,Central,Marlowe,30,REP-101,0,2018-09-18
CUS-5110,Stonebridge Mini Mart 48,General Trade,Coastal,Portmere,45,REP-110,0,2022-07-23
CUS-5111,Ashford Market Stall 46,General Trade,East,Stonebridge,30,REP-109,0,2021-07-13
CUS-5112,Kestrel Bay Corner Shop 29,General Trade,North,Northvale,30,REP-102,0,2024-01-04
CUS-5113,Ashford Roadside Store 86,General Trade,Central,Portmere,30,REP-111,0,2020-03-02
CUS-5114,Highfield Market Stall 17,General Trade,North,Ridgeway,60,REP-112,0,2022-02-12
CUS-5115,Lakeside Family Store 12,General Trade,North,Lakeside,30,REP-107,0,2019-09-19
CUS-5116,Fairmount Family Store 7,General Trade,Coastal,Ridgeway,14,REP-105,0,2022-03-27
CUS-5117,Kestrel Bay Mini Mart 88,General Trade,Central,Ridgeway,30,REP-106,0,2024-05-15
CUS-5118,Lakeside Family Store 83,General Trade,North,Ashford,30,REP-107,0,2020-01-08
CUS-5119,Lakeside Quick Stop 67,General Trade,South,Portmere,30,REP-108,0,2023-11-11
CUS-5120,Highfield Village Grocer 66,General Trade,East,Kestrel Bay,14,REP-104,0,2024-02-10
CUS-5121,Lakeside Roadside Store 86,General Trade,Central,Ashford,45,REP-101,0,2024-07-14
CUS-5122,Kestrel Bay Daily Needs 73,General Trade,North,Marlowe,30,REP-112,0,2018-09-30
CUS-5123,Northvale Daily Needs 62,general trade,Central,Northvale,60,REP-111,0,2022-06-24
CUS-5124,Stonebridge Daily Needs 45,General Trade,South,Lakeside,60,REP-108,0,2020-08-26
CUS-5125,Northvale Family Store 12,General Trade,Coastal,Ashford,30,REP-110,0,2019-12-09
CUS-5126,Ridgeway Village Grocer 32,General Trade,Coastal,Stonebridge,30,REP-105,0,2021-08-01
CUS-5127,Marlowe Quick Stop 41,General Trade,North,Stonebridge,30,REP-102,0,2021-03-16
CUS-5128,Highfield Roadside Store 25,general trade,Coastal,Kestrel Bay,60,REP-110,0,2022-04-17
CUS-5129,Ridgeway Daily Needs 8,GENERAL TRADE,East,Marlowe,30,REP-109,0,2021-03-16
CUS-5130,Ridgeway Daily Needs 75,General Trade,East,Fairmount,45,REP-109,0,2023-10-25
CUS-5131,Fairmount Mini Mart 17,GENERAL TRADE,North,Portmere,30,REP-107,0,2021-03-28
CUS-5132,Northvale Quick Stop 41,General Trade,Coastal,Marlowe,45,REP-105,0,2023-09-11
CUS-5133,Northvale Quick Stop 25,General Trade,North,Lakeside,30,REP-107,0,2019-12-03
CUS-5134,Ridgeway Market Stall 47,General Trade,East,Ridgeway,14,REP-109,0,2018-12-04
CUS-5135,Highfield Roadside Store 59,General Trade,Coastal,Northvale,14,REP-110,0,2020-07-27
CUS-5136,Portmere Family Store 76,General Trade,North,Lakeside,30,REP-107,0,2020-07-30
CUS-5137,Highfield Roadside Store 92,general trade,Central,Ashford,45,REP-106,0,2018-12-14
CUS-5138,Ridgeway Market Stall 73,General Trade,Coastal,Lakeside,30,REP-110,0,2017-10-18
CUS-5139,Highfield Daily Needs 93,General Trade,Coastal,Kestrel Bay,14,REP-105,0,2021-03-22
CUS-5140,Portmere Market Stall 21 ,GENERAL TRADE,Coastal,Kestrel Bay,30,REP-110,0,2021-01-13
CUS-5141,Portmere Roadside Store 78,General Trade,East,Kestrel Bay,30,REP-109,0,2020-11-09
CUS-5142,Marlowe Roadside Store 84,General Trade,Coastal,Ashford,30,REP-110,0,2020-09-01
CUS-5143,Stonebridge Market Stall 21,general trade,North,Kestrel Bay,14,REP-107,0,2017-08-02
CUS-5144,Kestrel Bay Village Grocer 46,General Trade,South,Ashford,30,REP-108,0,2022-03-26
CUS-5145,Lakeside Roadside Store 67,General Trade,South,Northvale,30,REP-103,0,2019-03-22
CUS-5146,Ashford Quick Stop 8,General Trade,Coastal,Marlowe,30,REP-105,0,2023-08-24
CUS-5147,Stonebridge Village Grocer 93,General Trade,Central,Fairmount,45,REP-111,0,2023-06-16
CUS-5148,Ashford Family Store 52,General Trade,Coastal,Marlowe,45,REP-110,0,2021-11-07
CUS-5149,Fairmount Roadside Store 67,General Trade,North,Ashford,60,REP-112,0,2020-10-29
CUS-5150,Lakeside Corner Shop 71,General Trade,South,Ridgeway,14,REP-108,0,2024-02-19
CUS-5151,Portmere Corner Shop 81,General Trade,East,Kestrel Bay,30,REP-109,0,2022-08-23
CUS-5152,Ridgeway Market Stall 61,GENERAL TRADE,Coastal,Portmere,45,REP-110,0,2020-10-06
CUS-5153,Kestrel Bay Daily Needs 19,General Trade,South,Marlowe,14,REP-108,0,2021-06-13
CUS-5154,Ridgeway Quick Stop 93,General Trade,Coastal,Stonebridge,14,REP-110,0,2021-10-30
CUS-5155,Stonebridge Market Stall 52,general trade,East,Ashford,30,REP-104,0,2021-09-21
CUS-5156,Ridgeway Market Stall 21,General Trade,East,Lakeside,30,REP-109,0,2024-06-23
CUS-5157,Fairmount Daily Needs 26,General Trade,South,Marlowe,30,REP-103,0,2022-01-26
CUS-5158,Kestrel Bay Roadside Store 70,General Trade,Central,Marlowe,30,REP-111,0,2023-04-01
CUS-5159,Northvale Daily Needs 83,general trade,North,Kestrel Bay,45,REP-112,0,2019-10-09
CUS-5160,Highfield Village Grocer 32,General Trade,South,Highfield,45,REP-108,0,2021-08-24
CUS-5161,Portmere Roadside Store 38,General Trade,Coastal,Kestrel Bay,30,REP-105,0,2017-10-31
CUS-5162,Marlowe Daily Needs 48,General Trade,South,Fairmount,30,REP-103,0,2019-12-29
CUS-5163,Northvale Village Grocer 83,General Trade,Central,Lakeside,14,REP-111,0,2023-04-25
CUS-5164,Ridgeway Family Store 38,General Trade,East,Ashford,45,REP-109,0,2022-12-31
CUS-5165,Ridgeway Market Stall 34,General Trade,South,Stonebridge,30,REP-103,0,2023-03-04
CUS-5166,Portmere Village Grocer 54,General Trade,South,Marlowe,30,REP-103,0,2019-08-13
CUS-5167,Marlowe Roadside Store 13,General Trade,Central,Fairmount,30,REP-101,0,2020-07-12
CUS-5168,Highfield Family Store 81,General Trade,North,Stonebridge,60,REP-107,0,2023-09-24
CUS-5169,Fairmount Corner Shop 97,General Trade,East,Northvale,60,REP-109,0,2017-12-03
CUS-5170,Ashford Village Grocer 5,General Trade,South,Fairmount,30,REP-108,0,2021-08-15
CUS-5171,Highfield Village Grocer 3,General Trade,Coastal,Lakeside,30,REP-110,0,2024-03-29
CUS-5172,Stonebridge Daily Needs 10,General Trade,Coastal,Kestrel Bay,30,REP-105,0,2022-06-19
CUS-5173,Marlowe Roadside Store 65,General Trade,East,Fairmount,30,REP-109,0,2024-07-30
CUS-5174,Highfield Quick Stop 80,GENERAL TRADE,North,Ashford,60,REP-112,0,2021-11-13
CUS-5175,Portmere Roadside Store 68,General Trade,North,Ridgeway,60,REP-112,0,2024-04-04
CUS-5176,Lakeside Village Grocer 29,General Trade,North,Marlowe,60,REP-107,0,2018-04-25
CUS-5177,Ridgeway Family Store 66,General Trade,East,Kestrel Bay,30,REP-104,0,2018-02-17
CUS-5178,Ashford Mini Mart 31,General Trade,Coastal,Ashford,45,REP-110,0,2019-12-21
CUS-5179,Portmere Village Grocer 91,General Trade,Central,Kestrel Bay,60,REP-106,0,2021-12-17
CUS-5180,Portmere Village Grocer 50,General Trade,Coastal,Ridgeway,45,REP-105,0,2020-04-06
CUS-5181,Northvale Corner Shop 27,general trade,Central,Ashford,60,REP-101,0,2021-11-13
CUS-5182,Lakeside Roadside Store 16,General Trade,South,Marlowe,30,REP-103,0,2018-06-06
CUS-5183,Northvale Family Store 58,General Trade,East,Lakeside,30,REP-104,0,2018-12-31
CUS-5184,  Fairmount Quick Stop 26,General Trade,South,Ridgeway,45,REP-108,0,2020-01-14
CUS-5185,Stonebridge Daily Needs 17,General Trade,East,Fairmount,14,REP-109,0,2023-01-09
CUS-5186,Kestrel Bay Family Store 30 ,General Trade,East,Fairmount,45,REP-109,0,2022-10-02
CUS-5187,Marlowe Family Store 45,GENERAL TRADE,South,Fairmount,30,REP-108,0,2019-11-24
CUS-5188,Highfield Family Store 46,General Trade,North,Portmere,14,REP-102,0,2019-08-23
CUS-5189,Northvale Daily Needs 69,General Trade,North,Ashford,30,REP-102,0,2022-03-17
CUS-5190,Lakeside Mini Mart 15,General Trade,East,Fairmount,30,REP-109,0,2022-09-02
CUS-5191,Kestrel Bay Mini Mart 99,general trade,Coastal,Kestrel Bay,14,REP-110,0,2022-04-24
CUS-5192,Highfield Quick Stop 38,GENERAL TRADE,Central,Fairmount,30,REP-111,0,2024-01-01
CUS-5193,Kestrel Bay Family Store 31,General Trade,Coastal,Highfield,30,REP-110,0,2020-09-23
CUS-5194,Ridgeway Market Stall 2,General Trade,North,Fairmount,30,REP-102,0,2020-01-31
CUS-5195,Portmere Village Grocer 3,General Trade,South,Marlowe,30,REP-108,0,2022-09-01
CUS-5196,Ridgeway Roadside Store 64,General Trade,Coastal,Ridgeway,30,REP-105,0,2020-07-12
CUS-5197,Marlowe Family Store 66,General Trade,East,Lakeside,60,REP-104,0,2018-08-01
CUS-5198,Stonebridge Market Stall 28,General Trade,South,Marlowe,30,REP-108,0,2018-02-16
CUS-5199,Northvale Market Stall 9,General Trade,North,Highfield,30,REP-112,0,2019-01-19
CUS-5200,Stonebridge Village Grocer 99,General Trade,East,Fairmount,60,REP-109,0,2020-08-10
CUS-5201,Ridgeway Roadside Store 1,General Trade,South,Portmere,45,REP-108,0,2019-07-15
CUS-5202,Lakeside Village Grocer 3,General Trade,Coastal,Marlowe,60,REP-110,0,2023-07-31
CUS-5203,Portmere Quick Stop 14,General Trade,North,Stonebridge,14,REP-102,0,2023-08-03
CUS-5204,Kestrel Bay Mini Mart 1,General Trade,Coastal,Highfield,60,REP-105,0,2023-02-20
CUS-5205,Ridgeway Market Stall 34,General Trade,Coastal,Northvale,30,REP-110,0,2017-10-03
CUS-5206,Northvale Quick Stop 43,General Trade,East,Marlowe,30,REP-109,0,2022-03-04
CUS-5207,Stonebridge Quick Stop 45,General Trade,Central,Ashford,60,REP-106,0,2018-02-19
CUS-5208,Portmere Mini Mart 86,General Trade,Central,Fairmount,30,REP-111,0,2018-11-12
CUS-5209,Highfield Mini Mart 28,GENERAL TRADE,East,Ridgeway,60,REP-104,0,2022-07-24
CUS-5210,Northvale Village Grocer 58,General Trade,Central,Lakeside,30,REP-101,0,2019-03-07
CUS-5211,Portmere Quick Stop 68,General Trade,Central,Portmere,30,REP-106,0,2023-07-26
CUS-5212,Ridgeway Roadside Store 21,General Trade,South,Portmere,60,REP-103,0,2021-04-22
CUS-5213,Kestrel Bay Quick Stop 49 ,General Trade,North,Marlowe,14,REP-107,0,2018-10-30
CUS-5214,Fairmount Roadside Store 47,General Trade,North,Fairmount,30,REP-112,0,2020-11-04
CUS-5215,Kestrel Bay Daily Needs 63,General Trade,Central,Ridgeway,30,REP-101,0,2023-08-16
CUS-5216,Kestrel Bay Daily Needs 47,General Trade,East,Kestrel Bay,30,REP-104,0,2020-07-18
CUS-5217,Portmere Village Grocer 40,General Trade,East,Lakeside,30,REP-104,0,2019-07-04
CUS-5218,Kestrel Bay Market Stall 9,General Trade,North,Kestrel Bay,30,REP-112,0,2019-06-30
CUS-5219,Portmere Family Store 18,General Trade,Central,Ridgeway,60,REP-106,0,2021-11-03
CUS-5220,Stonebridge Market Stall 52,General Trade,Central,Ashford,30,REP-101,0,2021-12-04
CUS-5221,Marlowe Roadside Store 85,General Trade,Coastal,Stonebridge,45,REP-105,0,2021-04-28
CUS-5222,Northvale Quick Stop 8,General Trade,North,Lakeside,45,REP-112,0,2020-09-04
CUS-5223,Lakeside Family Store 75,GENERAL TRADE,North,Ashford,30,REP-102,0,2019-11-03
CUS-5224,Portmere Daily Needs 8,General Trade,North,Kestrel Bay,30,REP-102,0,2023-08-14
CUS-5225,Ashford Mini Mart 58,General Trade,South,Portmere,60,REP-103,0,2019-06-09
CUS-5226,Lakeside Village Grocer 3,General Trade,Central,Portmere,30,REP-111,0,2021-09-01
CUS-5227,Kestrel Bay Village Grocer 84,GENERAL TRADE,South,Stonebridge,14,REP-103,0,2018-11-10
CUS-5228,Marlowe Family Store 82,General Trade,East,Fairmount,60,REP-109,0,2022-03-07
CUS-5229,Northvale Daily Needs 10,General Trade,Central,Highfield,14,REP-101,0,2020-04-16
CUS-5230,Portmere Daily Needs 85,General Trade,South,Stonebridge,30,REP-108,0,2021-04-17
CUS-5231,Fairmount Market Stall 36,General Trade,Central,Stonebridge,30,REP-106,0,2024-06-22
CUS-5232,Ridgeway Mini Mart 46,General Trade,Central,Highfield,60,REP-101,0,2022-08-14
CUS-5233,Northvale Quick Stop 13,General Trade,Central,Ashford,30,REP-101,0,2019-09-18
CUS-5234,Marlowe Family Store 9,General Trade,South,Marlowe,60,REP-103,0,2021-08-02
CUS-5235,Ashford Roadside Store 66,general trade,Coastal,Fairmount,30,REP-110,0,2021-09-05
CUS-5236,Fairmount Quick Stop 19,General Trade,South,Northvale,60,REP-108,0,2024-01-11
CUS-5237,Stonebridge Roadside Store 76,General Trade,East,Highfield,45,REP-109,0,2023-04-06
CUS-5238,Northvale Daily Needs 4,general trade,Central,Stonebridge,30,REP-111,0,2023-11-05
CUS-5239,Lakeside Family Store 40,general trade,North,Northvale,60,REP-107,0,2017-11-21
CUS-5240,Fairmount Corner Shop 93,General Trade,North,Ridgeway,30,REP-102,0,2024-07-16
CUS-5241,Stonebridge Roadside Store 56,General Trade,North,Marlowe,30,REP-112,0,2021-08-05
CUS-5242,Portmere Corner Shop 72,General Trade,Coastal,Northvale,45,REP-105,0,2024-02-06
CUS-5243,Northvale Mini Mart 6,General Trade,East,Fairmount,30,REP-104,0,2018-09-30
CUS-5244,Ashford Mini Mart 81,General Trade,Central,Lakeside,30,REP-101,0,2022-05-25
CUS-5245,Portmere Quick Stop 89,General Trade,Coastal,Ashford,60,REP-105,0,2019-04-03
CUS-5246,Ridgeway Roadside Store 60,General Trade,East,Ashford,30,REP-104,0,2022-06-25
CUS-5247,Northvale Market Stall 9,General Trade,Central,Marlowe,30,REP-111,0,2019-05-02
CUS-5248,  Northvale Roadside Store 15,general trade,North,Kestrel Bay,14,REP-102,0,2023-12-19
CUS-5249,Highfield Mini Mart 54,General Trade,South,Portmere,14,REP-108,0,2020-01-02
CUS-5250,Ridgeway Daily Needs 8,General Trade,Central,Ridgeway,30,REP-106,0,2019-04-26
CUS-5251,Kestrel Bay Corner Shop 83,General Trade,North,Marlowe,60,REP-102,0,2021-01-06
CUS-5252,Marlowe Corner Shop 28,General Trade,South,Ridgeway,30,REP-108,0,2022-09-04
CUS-5253,Kestrel Bay Quick Stop 73,General Trade,East,Stonebridge,14,REP-109,0,2020-04-25
CUS-5254,Marlowe Corner Shop 39,General Trade,Coastal,Stonebridge,14,REP-105,0,2020-11-28
CUS-5255,Northvale Daily Needs 65,General Trade,Coastal,Lakeside,60,REP-110,0,2019-03-28
CUS-5256,Highfield Roadside Store 10,GENERAL TRADE,South,Kestrel Bay,60,REP-103,0,2018-08-14
CUS-5257,Northvale Daily Needs 97,GENERAL TRADE,South,Kestrel Bay,45,REP-108,0,2021-01-16
CUS-5258,Lakeside Roadside Store 40,General Trade,South,Marlowe,60,REP-108,0,2018-08-17
CUS-5259,Marlowe Quick Stop 55,General Trade,North,Stonebridge,30,REP-107,0,2022-02-04
CUS-5260,Northvale Daily Needs 25,General Trade,Coastal,Portmere,30,REP-110,0,2019-05-07
CUS-5261,Fairmount Daily Needs 78,General Trade,East,Ridgeway,30,REP-104,0,2019-12-18
CUS-5262,Portmere Daily Needs 47,General Trade,South,Fairmount,30,REP-108,0,2023-06-21
CUS-5263,Portmere Family Store 38 ,GENERAL TRADE,East,Portmere,14,REP-104,0,2022-09-16
CUS-5264,Highfield Daily Needs 51,General Trade,South,Portmere,30,REP-103,0,2018-11-03
CUS-5265,Stonebridge Daily Needs 96,General Trade,East,Northvale,30,REP-109,0,2021-01-07
CUS-5266,Highfield Quick Stop 95,General Trade,East,Kestrel Bay,60,REP-104,0,2017-10-28
CUS-5267,Highfield Family Store 77,general trade,South,Stonebridge,45,REP-108,0,2018-04-03
CUS-5268,Ridgeway Corner Shop 68,General Trade,South,Fairmount,45,REP-108,0,2018-02-25
CUS-5269,Ridgeway Village Grocer 19,General Trade,Central,Fairmount,30,REP-111,0,2019-11-29
CUS-5270,Stonebridge Quick Stop 69,GENERAL TRADE,Coastal,Fairmount,30,REP-110,0,2018-02-08
