order_line_id,order_id,sku,quantity,unit_price,discount_pct,line_revenue,promo_id
SOL-900038,SO-700008,MP-1029,5,38.99,2.56,189.96,
SOL-900039,SO-700009,MP-1129,8,30.59,3.29,236.67,
SOL-900040,SO-700009,MP-1008,10,25.48,4.8,242.57,
SOL-900041,SO-700009,MP-1015,10,31.74,4.39,303.46,
SOL-900042,SO-700009,MP-1081,5,24.21,3.77,116.49,
SOL-900043,SO-700009,MP-1111,17,28.79,3.15,474.03,
SOL-900044,SO-700009,MP-1098,9,11.35,4.69,97.36,
SOL-900045,SO-700010,MP-1117,11,39.88,8.32,402.16,
SOL-900046,SO-700010,MP-1128,9,33.87,8.36,279.34,
SOL-900047,SO-700010,MP-1036,10,35.6,9.9,320.75,
SOL-900048,SO-700010,MP-1108,17,10.54,8.73,163.53,
SOL-900049,SO-700011,MP-1020,12,24.92,2.88,290.42,
SOL-900050,SO-700011,MP-1018,11,34.29,3.06,365.66,
SOL-900051,SO-700011,MP-1066,12,19.68,2.83,229.47,
SOL-900052,SO-700011,MP-1115,35,38.74,3.01,1315.06,
SOL-900053,SO-700011,MP-1073,20,35.94,4.48,686.59,
SOL-900054,SO-700011,MP-1097,18,29.88,3.51,518.98,
SOL-900055,SO-700012,MP-1042,7,10.96,0,76.72,
SOL-900056,SO-700012,MP-1022,11,20.01,0.96,217.99,
SOL-900057,SO-700012,MP-1013,8,34.64,1.69,272.42,
SOL-900058,SO-700012,MP-1014,6,61.12,1.51,361.19,
SOL-900059,SO-700012,MP-1033,7,43.72,0.61,304.17,
SOL-900060,SO-700013,MP-1098,8,11.28,2.8,87.71,
SOL-900061,SO-700013,MP-1118,6,39.97,3.12,232.33,
SOL-900062,SO-700013,MP-1012,21,17.75,4.1,357.47,
SOL-900063,SO-700013,MP-1008,8,24.74,2.51,192.96,
SOL-900064,SO-700014,MP-1016,12,28.75,4.03,331.11,
SOL-900065,SO-700014,MP-1043,21,10.97,3.77,221.68,
SOL-900066,SO-700014,MP-1051,16,47.62,5.28,721.73,
SOL-900067,SO-700014,MP-1079,21,43.27,3.53,876.62,
SOL-900068,SO-700014,MP-1098,19,11.24,4.72,203.49,
SOL-900069,SO-700014,MP-1029,25,38.86,4.5,927.81,
SOL-900070,SO-700015,MP-1039,9,26.86,3.11,234.22,
SOL-900071,SO-700015,MP-1047,10,41.11,4.09,394.3,
SOL-900072,SO-700015,MP-1129,9,30.72,4.65,263.63,
SOL-900073,SO-700015,MP-1073,9,35.41,4.51,304.33,
SOL-900074,SO-700016,MP-1129,8,31.08,8.04,228.64,
SOL-900075,SO-700016,MP-1017,10,45.6,7.77,420.57,
SOL-900076,SO-700016,MP-1037,12,24.94,7.9,275.65,
SOL-900077,SO-700016,MP-1056,14,33.38,7.68,431.42,
SOL-900078,SO-700016,MP-1089,11,24.63,8.82,247.03,
SOL-900079,SO-700017,MP-1009,4,17.87,3.2,69.2,
SOL-900080,SO-700017,MP-1106,8,11.46,1.61,90.2,
SOL-900081,SO-700017,MP-1101,5,12.26,2.66,59.67,
SOL-900082,SO-700017,MP-1065,8,27.37,3.43,211.45,
SOL-900083,SO-700018,MP-1037,20,25.3,4,485.77,
SOL-900084,SO-700018,MP-1044,11,21.51,3.96,227.24,
SOL-900085,SO-700018,MP-1012,8,18.35,4.39,140.36,
SOL-900086,SO-700019,MP-1119,26,36.99,7.8,886.69,
SOL-900087,SO-700019,MP-1111,12,28.89,6.5,324.14,
SOL-900088,SO-700019,MP-1033,17,43.95,8.86,680.95,
SOL-900089,SO-700019,MP-1076,13,29.28,9.01,346.34,
SOL-900090,SO-700019,MP-1123,22,33.99,7.13,694.43,
SOL-900091,SO-700019,MP-1122,18,31.83,7.92,527.57,
SOL-900092,SO-700019,MP-1030,20,35.02,8.77,639.01,
SOL-900093,SO-700020,MP-1078,18,40.54,4.63,695.91,
SOL-900094,SO-700020,MP-1018,15,34.04,4.78,486.21,
SOL-900095,SO-700020,MP-1026,25,27.62,3.65,665.26,
SOL-900096,SO-700020,MP-1025,17,25.5,4.05,415.95,
SOL-900097,SO-700021,MP-1063,-9,22.5,11.99,-178.22,
SOL-900098,SO-700021,MP-1081,-3,24.18,12.44,-63.52,
SOL-900099,SO-700021,MP-1014,-4,60.59,11.61,-208.87,
SOL-900100,SO-700021,MP-1057,-12,28.42,13.02,-289.21,
SOL-900101,SO-700021,MP-1082,-6,28.21,12.14,-148.71,
SOL-900102,SO-700021,MP-1018,-8,34.01,12.42,-232.34,
SOL-900103,SO-700022,MP-1112,21,32.59,9.98,616.06,
SOL-900104,SO-700022,MP-1027,27,26.02,10.74,627.11,
SOL-900105,SO-700022,MP-1028,15,42,10.03,566.81,
SOL-900106,SO-700022,MP-1012,36,18.19,10.02,589.22,
SOL-900107,SO-700022,MP-1044,35,21.07,11.9,649.71,
SOL-900108,SO-700022,MP-1040,20,25.43,9.95,457.99,
SOL-900109,SO-700022,MP-1106,19,11.47,10.15,195.82,
SOL-900110,SO-700022,MP-1011,18,28.74,10.91,460.9,
SOL-900111,SO-700023,MP-1025,10,25.44,10.8,226.92,
SOL-900112,SO-700023,MP-1117,20,39.53,9.66,714.26,
SOL-900113,SO-700023,MP-1076,9,29.75,10.24,240.33,
SOL-900114,SO-700023,MP-1047,13,40.89,9.53,480.89,
SOL-900115,SO-700023,MP-1037,17,24.74,9.58,380.31,
SOL-900116,SO-700024,MP-1009,24,18.22,7.02,406.56,
SOL-900117,SO-700024,MP-1117,22,39.79,8.91,797.36,
SOL-900118,SO-700024,MP-1115,14,38.41,9.5,486.65,
SOL-900119,SO-700024,MP-1037,59,24.87,7.84,1352.25,
SOL-900120,SO-700024,MP-1121,29,33.39,8.72,883.83,
SOL-900121,SO-700024,MP-1049,26,36.04,7.68,865.07,
SOL-900122,SO-700024,MP-1047,22,40.9,8.1,826.96,
SOL-900123,SO-700025,MP-1044,17,21.58,2.51,357.66,
SOL-900124,SO-700025,MP-1038,12,23.08,1.64,272.42,
SOL-900125,SO-700025,MP-1040,11,25.78,1.93,278.1,
SOL-900126,SO-700025,MP-1014,8,61.7,1.15,487.94,
SOL-900127,SO-700026,MP-1126,17,68.19,8.87,1056.44,
SOL-900128,SO-700026,MP-1037,15,25,9.09,340.9,
SOL-900129,SO-700026,MP-1114,13,40.33,9.52,474.38,
SOL-900130,SO-700026,MP-1119,58,36.76,10.01,"1,918.70",
SOL-900131,SO-700026,MP-1002,21,23.1,9.26,440.18,
SOL-900132,SO-700026,MP-1038,21,23.2,10.34,436.84,
SOL-900133,SO-700026,MP-1050,23,32.8,8.33,691.56,
SOL-900134,SO-700026,MP-1036,30,35.56,8.45,976.64,
SOL-900135,SO-700027,MP-1081,17,23.8,4.79,385.23,
SOL-900136,SO-700027,MP-1047,26,41.81,3.95,1044.08,
SOL-900137,SO-700027,MP-1042,27,10.82,4.87,277.91,
SOL-900138,SO-700027,MP-1008,37,24.75,3.89,880.13,
SOL-900139,SO-700027,MP-1029,24,38.66,5.49,876.88,
SOL-900140,SO-700028,MP-1071,10,18.91,1.54,186.18,
SOL-900141,SO-700028,MP-1016,19,28.51,2.8,526.52,
SOL-900142,SO-700028,MP-1035,15,11.98,3.19,173.96,
SOL-900143,SO-700028,MP-1008,16,24.87,1.27,392.85,
SOL-900144,SO-700028,MP-1034,10,11.62,2.62,113.16,
SOL-900145,SO-700029,MP-1051,16,47.82,7.34,708.98,
SOL-900146,SO-700029,MP-1029,9,39.11,7.52,325.52,
SOL-900147,SO-700029,MP-1039,10,27.5,7,255.74,
SOL-900148,SO-700029,MP-1020,10,24.54,8.01,225.75,
SOL-900149,SO-700029,MP-1073,11,35.99,6.91,368.55,
SOL-900150,SO-700029,MP-1070,9,17.16,7.03,143.59,
SOL-900151,SO-700029,MP-1078,13,40.76,6.58,495.02,
SOL-900152,SO-700029,MP-1023,13,27.67,7.53,332.61,
SOL-900153,SO-700030,MP-1018,40,34.29,0,1371.6,
SOL-900154,SO-700030,MP-1064,13,27.75,0.96,357.27,
SOL-900155,SO-700031,MP-1043,19,10.97,8.54,190.64,
SOL-900156,SO-700031,MP-1066,12,20.18,8.79,220.88,
SOL-900157,SO-700031,MP-1116,20,41.93,8.91,763.88,
SOL-900158,SO-700031,MP-1023,21,27.9,8.89,533.79,
SOL-900159,SO-700031,MP-1051,24,47.68,9.15,1039.63,
SOL-900160,SO-700031,MP-1096,8,32.09,9.52,232.29,
SOL-900161,SO-700031,MP-1111,26,29.04,8.61,690.04,
SOL-900162,SO-700032,MP-1012,28,18.35,4.93,488.48,
SOL-900163,SO-700032,MP-1037,18,24.72,5.62,419.96,
SOL-900164,SO-700032,MP-1021,12,30.25,3.95,348.68,
SOL-900165,SO-700032,MP-1034,15,11.6,4.04,166.97,
SOL-900166,SO-700033,MP-1047,8,41.46,1.12,327.97,
SOL-900167,SO-700033,MP-1026,9,27.89,2.45,244.86,
SOL-900168,SO-700033,MP-1051,8,47.46,1.25,374.93,
SOL-900169,SO-700033,MP-1043,5,10.74,0.37,53.5,
SOL-900170,SO-700034,MP-1131,21,30.54,6.56,599.29,
SOL-900171,SO-700034,MP-1018,10,33.86,7.08,314.64,
SOL-900172,SO-700034,MP-1055,8,41.98,7.46,310.79,
SOL-900173,SO-700034,MP-1101,32,12.44,7.96,366.39,
SOL-900174,SO-700034,MP-1112,30,32.67,6.05,920.84,
SOL-900175,SO-700034,MP-1041,17,31.27,6.26,498.32,
SOL-900176,SO-700034,MP-1020,10,24.87,6.73,231.96,
SOL-900177,SO-700035,MP-1013,13,34.45,11.06,398.32,
SOL-900178,SO-700035,MP-1020,14,24.58,10.47,308.1,
SOL-900179,SO-700035,MP-1012,22,18.05,8.76,362.33,
SOL-900180,SO-700035,MP-1042,22,10.77,11.41,209.9,
SOL-900181,SO-700036,MP-1036,8,35.16,1.6,276.77,
SOL-900182,SO-700036,MP-1020,9,24.62,1.28,218.74,
SOL-900183,SO-700037,MP-1011,9,28.81,1.35,255.79,
SOL-900184,SO-700037,MP-1037,8,24.85,1.47,195.89,
SOL-900185,SO-700037,MP-1008,9,24.78,0.61,221.66,
SOL-900186,SO-700037,MP-1057,9,28.45,0.59,254.53,
SOL-900187,SO-700037,MP-1087,6,24.92,1.4,147.43,
SOL-900188,SO-700038,MP-1066,9,20.13,1.33,178.75,
SOL-900189,SO-700038,MP-1056,9,34.02,0.08,305.94,
SOL-900190,SO-700038,MP-1014,9,60.89,1.06,542.23,
SOL-900191,SO-700039,MP-1109,12,10.37,6.82,115.95,
SOL-900192,SO-700039,MP-1045,8,28.26,9.02,205.69,
SOL-900193,SO-700039,MP-1037,4,25.36,7.48,93.85,
SOL-900194,SO-700039,MP-1027,7,25.32,7.33,164.25,
SOL-900195,SO-700039,MP-1040,7,25.74,6.72,168.07,
SOL-900196,SO-700040,MP-1022,11,19.6,8.8,196.63,
SOL-900197,SO-700040,MP-1075,20,63.04,11.09,1121.02,
SOL-900198,SO-700040,MP-1044,26,21.32,8.02,509.89,
SOL-900199,SO-700040,MP-1010,16,17.99,9.98,259.1,
SOL-900200,SO-700040,MP-1008,9,24.44,10.84,196.11,
SOL-900201,SO-700041,MP-1103,14,22.15,3.82,298.26,
SOL-900202,SO-700041,MP-1016,8,28.66,3.31,221.68,
SOL-900203,SO-700041,MP-1014,7,62.43,4.37,417.91,
SOL-900204,SO-700041,MP-1078,23,39.92,3.35,887.45,
SOL-900205,SO-700042,MP-1066,16,20.2,0.5,321.6,
SOL-900206,SO-700042,MP-1099,13,11.94,0.77,154.03,
SOL-900207,SO-700042,MP-1030,15,35.02,0.54,522.45,
SOL-900208,SO-700043,MP-1044,16,21.03,8.56,307.67,
SOL-900209,SO-700043,MP-1031,15,47.65,9.15,649.35,
SOL-900210,SO-700043,MP-1043,17,10.82,7.72,169.73,
SOL-900211,SO-700043,MP-1047,15,40.2,7.59,557.24,
SOL-900212,SO-700044,MP-1050,9,32.72,5.02,279.68,
SOL-900213,SO-700044,MP-1035,11,12.09,3.84,127.89,
SOL-900214,SO-700044,MP-1043,16,10.88,4.56,166.14,
SOL-900215,SO-700044,MP-1013,5,34.75,6.35,162.72,
SOL-900216,SO-700045,MP-1034,12,11.77,1.66,138.89,
SOL-900217,SO-700045,MP-1106,12,11.39,0.64,135.8,
SOL-900218,SO-700045,MP-1085,10,26.46,1.26,261.27,
SOL-900219,SO-700046,MP-1080,16,23.75,9.74,343,
SOL-900220,SO-700046,MP-1034,19,11.7,10.71,198.49,
SOL-900221,SO-700046,MP-1082,14,28.89,10.02,363.91,
SOL-900222,SO-700046,MP-1026,31,28.13,10.12,783.8,
SOL-900223,SO-700046,MP-1094,20,42.12,8.9,767.45,
SOL-900224,SO-700047,MP-1071,14,18.76,8.22,241.06,
SOL-900225,SO-700047,MP-1038,17,23.36,8.48,363.46,
SOL-900226,SO-700047,MP-1030,16,34.97,10.1,502.98,
SOL-900227,SO-700047,MP-1036,25,34.23,8.09,786.53,
SOL-900228,SO-700047,MP-1049,17,36.25,9.21,559.51,
SOL-900229,SO-700047,MP-1043,10,10.79,7.45,99.86,
SOL-900230,SO-700048,MP-1038,11,22.96,1.44,248.93,
SOL-900231,SO-700048,MP-1012,15,17.94,1.23,265.79,
SOL-900232,SO-700048,MP-1110,10,35.13,2.74,341.66,
SOL-900233,SO-700049,MP-1008,23,24.1,13.1,481.69,
SOL-900234,SO-700049,MP-1004,50,12.78,11.77,563.77,
SOL-900235,SO-700049,MP-1037,18,25.04,12.55,394.15,
SOL-900236,SO-700049,MP-1001,36,16.3,15.08,498.31,
SOL-900237,SO-700049,MP-1117,22,39.43,12.29,760.81,
SOL-900238,SO-700050,MP-1067,29,17.29,2.1,490.88,
SOL-900239,SO-700050,MP-1120,12,35.04,1.46,414.35,
SOL-900240,SO-700050,MP-1038,18,23.23,1.8,410.61,
SOL-900241,SO-700050,MP-1063,26,22.71,2.15,577.78,
SOL-900242,SO-700050,MP-1068,26,17.75,2.89,448.17,
SOL-900243,SO-700051,MP-1006,16,26.25,12.76,366.41,
SOL-900244,SO-700051,MP-1018,16,33.79,12.34,473.91,
SOL-900245,SO-700051,MP-1124,19,66.76,10.68,1132.98,
SOL-900246,SO-700051,MP-1027,15,25.56,12.13,336.9,
SOL-900247,SO-700052,MP-1096,37,32.73,9.74,1093.04,
SOL-900248,SO-700052,MP-1017,25,45.58,7.79,1050.73,
SOL-900249,SO-700052,MP-1008,27,24.63,8.07,611.31,
SOL-900250,SO-700052,MP-1066,17,19.24,7.99,300.96,
SOL-900251,SO-700052,MP-1072,13,34.27,7.9,410.29,
SOL-900252,SO-700052,MP-1010,32,17.95,9.43,520.22,
SOL-900253,SO-700053,MP-1040,7,25.64,2.2,175.53,
SOL-900254,SO-700053,MP-1016,14,28.93,1.68,398.21,
SOL-900255,SO-700053,MP-1120,20,34.99,0.5,696.33,
SOL-900256,SO-700053,MP-1051,22,47.81,2.37,1026.87,
SOL-900257,SO-700053,MP-1036,29,35.09,0.65,1010.98,
SOL-900258,SO-700054,MP-1058,14,31.76,9.6,401.95,
SOL-900259,SO-700054,MP-1115,26,39.41,9.5,927.35,
SOL-900260,SO-700054,MP-1025,19,26.01,10.41,442.75,
SOL-900261,SO-700054,MP-1043,16,10.84,9.32,157.28,
SOL-900262,SO-700054,MP-1114,18,40.42,9.46,658.76,
SOL-900263,SO-700054,MP-1107,14,11.87,8.52,152.03,
SOL-900264,SO-700055,MP-1046,16,34.24,2.73,532.91,
SOL-900265,SO-700055,MP-1079,7,42.32,3.69,285.32,
SOL-900266,SO-700055,MP-1074,7,65.56,3.07,444.85,
SOL-900267,SO-700055,MP-1043,21,10.85,2.1,223.07,
SOL-900268,SO-700055,MP-1016,12,28.28,1.63,333.83,
SOL-900269,SO-700055,MP-1105,5,26.87,1.81,131.91,
SOL-900270,SO-700056,MP-1027,15,25.56,9.97,345.17,
SOL-900271,SO-700056,MP-1130,18,29.1,8.15,481.12,
SOL-900272,SO-700056,MP-1065,20,27.46,7.82,506.25,
SOL-900273,SO-700056,MP-1014,30,60.13,8.4,1652.44,
SOL-900274,SO-700056,MP-1082,19,28.72,7.84,502.9,
SOL-900275,SO-700057,MP-1017,7,44.46,2.83,302.42,
SOL-900276,SO-700057,MP-1044,5,21.92,1.46,108,
SOL-900277,SO-700057,MP-1050,9,32.58,2.81,284.97,
SOL-900278,SO-700057,MP-1057,8,28.83,3.24,223.16,
SOL-900279,SO-700058,MP-1101,17,12.37,2.64,204.74,
SOL-900280,SO-700058,MP-1065,9,27.52,2.91,240.47,
SOL-900281,SO-700058,MP-1103,19,22,3.85,401.89,
SOL-900282,SO-700059,MP-1117,-6,39.31,0,-247.65,
SOL-900283,SO-700059,MP-1051,-6,46.78,1.83,-275.54,
SOL-900284,SO-700059,MP-1077,-6,28.03,0,-168.18,
SOL-900285,SO-700059,MP-1097,-7,30.54,0,-201.56,
SOL-900286,SO-700060,MP-1117,10,39.39,10.83,351.23,
SOL-900287,SO-700060,MP-1082,24,28.68,11.34,610.26,
SOL-900288,SO-700060,MP-1034,23,11.56,10.32,238.45,
SOL-900289,SO-700060,MP-1113,14,34.16,12.04,420.67,
SOL-900290,SO-700061,MP-1116,17,42.62,5.47,684.93,
SOL-900291,SO-700061,MP-1032,13,32.77,3.74,410.08,
SOL-900292,SO-700061,MP-1077,21,28.35,4.05,571.24,
SOL-900293,SO-700061,MP-1020,13,24.72,4.33,307.44,
SOL-900294,SO-700061,MP-1051,29,47.37,4.34,1314.08,
SOL-900295,SO-700062,MP-1037,7,25.09,2.41,171.4,
SOL-900296,SO-700062,MP-1002,7,23.37,2.79,159.02,
SOL-900297,SO-700062,MP-1096,11,32.23,2.16,346.87,
SOL-900298,SO-700062,MP-1084,7,26.56,2.36,181.54,
SOL-900299,SO-700062,MP-1090,6,25.51,4.57,146.07,
SOL-900300,SO-700062,MP-1040,4,26.17,1.87,102.72,
SOL-900301,SO-700063,MP-1036,12,35.69,3.78,412.08,
SOL-900302,SO-700063,MP-1009,26,18.09,4.8,447.76,
SOL-900303,SO-700063,MP-1008,16,24.61,2.03,385.75,
SOL-900304,SO-700063,MP-1035,18,12.14,4.13,209.5,
SOL-900305,SO-700063,MP-1056,14,33.67,2.77,458.32,
SOL-900306,SO-700064,MP-1050,10,32.58,2.09,319.01,
SOL-900307,SO-700064,MP-1037,15,25.01,3.78,360.98,
SOL-900308,SO-700064,MP-1098,14,11.4,3.72,153.67,
SOL-900309,SO-700064,MP-1061,14,27.86,1.78,383.1,
SOL-900310,SO-700064,MP-1038,28,23.39,1.42,645.59,
SOL-900311,SO-700065,MP-1036,14,34.99,7.25,454.33,
SOL-900312,SO-700065,MP-1026,16,28.34,7.47,419.59,
SOL-900313,SO-700065,MP-1117,6,39.74,6.98,221.79,
SOL-900314,SO-700065,MP-1030,23,34.5,8.15,728.8,
SOL-900315,SO-700065,MP-1037,19,25.16,7.6,441.73,
SOL-900316,SO-700065,MP-1048,13,29.1,8.14,347.49,
SOL-900317,SO-700065,MP-1017,8,44.71,8.42,327.56,
SOL-900318,SO-700066,MP-1068,76,17.66,8.93,1222.3,
SOL-900319,SO-700066,MP-1103,53,21.81,9.14,"1,050.32",
SOL-900320,SO-700066,MP-1129,22,30.28,8.17,611.75,
SOL-900321,SO-700066,MP-1101,36,12.16,9.81,394.82,
SOL-900322,SO-700066,MP-1015,33,31.84,8.47,961.72,
SOL-900323,SO-700066,MP-1073,57,36.1,8.66,1879.44,
SOL-900324,SO-700067,MP-1055,13,42.55,9.31,501.66,
SOL-900325,SO-700067,MP-1072,21,34.74,9.98,656.74,
SOL-900326,SO-700067,MP-1042,13,10.86,9.42,127.89,
SOL-900327,SO-700067,MP-1035,17,12.08,9.39,186.07,
SOL-900328,SO-700067,MP-1008,20,24.53,7.81,452.28,
SOL-900329,SO-700067,MP-1059,19,23.38,9.72,401.04,
SOL-900330,SO-700067,MP-1079,13,42.26,7.64,507.38,
SOL-900331,SO-700067,MP-1037,14,24.76,9.53,313.62,
SOL-900332,SO-700068,MP-1098,15,11.4,7.05,158.94,
SOL-900333,SO-700068,MP-1008,10,24.93,8.28,228.65,
SOL-900334,SO-700068,MP-1032,11,32.77,6.65,336.52,
SOL-900335,SO-700068,MP-1027,27,25.48,6.9,640.46,
SOL-900336,SO-700068,MP-1055,11,43.24,8.85,433.53,
SOL-900337,SO-700068,MP-1111,10,28.63,9.61,258.79,
SOL-900338,SO-700068,MP-1006,6,26.71,7.96,147.51,
SOL-900339,SO-700068,MP-1018,16,34.1,8.65,498.4,
SOL-900340,SO-700069,MP-1081,52,23.74,7.59,1140.81,
SOL-900341,SO-700069,MP-1037,21,25.27,8.1,487.7,
SOL-900342,SO-700069,MP-1017,33,45.11,7.77,1373.01,
SOL-900343,SO-700069,MP-1001,25,16.02,8.18,367.75,
SOL-900344,SO-700069,MP-1102,35,21.15,8.21,679.48,
SOL-900345,SO-700070,MP-1034,21,11.78,5.56,233.62,
SOL-900346,SO-700070,MP-1037,13,25.16,4.95,310.88,
SOL-900347,SO-700070,MP-1008,15,24.68,5.17,351.07,
SOL-900348,SO-700070,MP-1016,17,28.45,3.83,465.11,
SOL-900349,SO-700070,MP-1020,18,24.44,5.29,416.63,
SOL-900350,SO-700071,MP-1116,20,42.02,12.55,734.96,
SOL-900351,SO-700071,MP-1048,37,28.82,10.22,957.32,
SOL-900352,SO-700071,MP-1044,19,21.58,10.55,366.77,
SOL-900353,SO-700071,MP-1029,20,39.2,11.05,697.37,
SOL-900354,SO-700071,MP-1039,14,26.42,9.32,335.39,
SOL-900355,SO-700071,MP-1115,22,38.77,11.17,757.64,
SOL-900356,SO-700071,MP-1006,14,26.41,10.82,329.74,
SOL-900357,SO-700072,MP-1121,9,32.59,2.38,286.34,
SOL-900358,SO-700072,MP-1015,12,31.73,1.73,374.17,
SOL-900359,SO-700072,MP-1030,21,34.21,2.33,701.66,
SOL-900360,SO-700073,MP-1086,7,29.3,2.24,200.51,
SOL-900361,SO-700073,MP-1015,12,31.93,1.87,376,
SOL-900362,SO-700073,MP-1089,9,25.63,1.64,226.88,
SOL-900363,SO-700073,MP-1037,8,25.13,1.38,198.27,
SOL-900364,SO-700074,MP-1067,15,17.4,9.29,236.76,
SOL-900365,SO-700074,MP-1063,18,22.96,6.83,385.07,
SOL-900366,SO-700074,MP-1045,16,28.99,7.86,427.39,
SOL-900367,SO-700074,MP-1009,26,17.48,9.47,411.43,
SOL-900368,SO-700074,MP-1047,10,41.07,8.04,377.7,
SOL-900369,SO-700074,MP-1080,15,24.21,7.05,337.55,
SOL-900370,SO-700074,MP-1037,20,25.33,8.11,465.52,
SOL-900371,SO-700075,MP-1025,12,25.64,3.24,297.7,
SOL-900372,SO-700075,MP-1051,13,46.55,3.12,586.27,
SOL-900373,SO-700075,MP-1117,22,39.32,4.41,826.89,
SOL-900374,SO-700076,MP-1025,12,25.9,1.99,304.62,
SOL-900375,SO-700076,MP-1077,20,28.35,0.77,562.66,
SOL-900376,SO-700076,MP-1045,11,28.32,1.72,306.17,
SOL-900377,SO-700076,MP-1073,14,35.85,2.06,491.55,
SOL-900378,SO-700076,MP-1013,8,33.99,1.47,267.93,
SOL-900379,SO-700077,MP-1018,15,34.14,2.34,500.11,
SOL-900380,SO-700077,MP-1012,45,18.06,2.91,789.04,
SOL-900381,SO-700077,MP-1021,11,29.43,1.73,318.13,
SOL-900382,SO-700078,MP-1023,17,27.71,7.41,436.16,
SOL-900383,SO-700078,MP-1033,25,43.63,7.15,1012.76,
SOL-900384,SO-700078,MP-1041,23,32.36,7.78,686.36,
SOL-900385,SO-700078,MP-1079,30,42.59,8.61,1167.7,
SOL-900386,SO-700078,MP-1059,33,23.23,8.2,703.7,
SOL-900387,SO-700078,MP-1056,29,32.86,8.17,875.12,
SOL-900388,SO-700078,MP-1071,44,18.74,8.92,750.98,
SOL-900389,SO-700079,MP-1057,9,28.64,4.56,246.01,
SOL-900390,SO-700079,MP-1037,16,24.84,3.86,382.12,
SOL-900391,SO-700079,MP-1099,7,11.66,3.63,78.65,
SOL-900392,SO-700079,MP-1008,13,24.75,4.32,307.84,
SOL-900393,SO-700079,MP-1009,19,18.14,5.65,325.2,
SOL-900394,SO-700079,MP-1098,6,11.3,3.91,65.15,
SOL-900395,SO-700080,MP-1035,4,11.9,1.14,47.06,
SOL-900396,SO-700080,MP-1016,5,27.93,1.79,137.15,
SOL-900397,SO-700080,MP-1008,7,24.4,1.13,168.87,
SOL-900398,SO-700080,MP-1023,6,27.56,1.64,162.65,
SOL-900399,SO-700080,MP-1052,9,63.12,1.49,559.61,
SOL-900400,SO-700081,MP-1043,9,10.69,2.63,93.68,
SOL-900401,SO-700081,MP-1006,30,26.67,2.77,777.97,
SOL-900402,SO-700081,MP-1032,25,32.99,2.78,801.82,
SOL-900403,SO-700081,MP-1036,34,35.12,3.16,1156.31,
SOL-900404,SO-700081,MP-1007,16,22.3,2.84,346.68,
SOL-900405,SO-700082,MP-1011,39,28.38,8.63,1011.34,
SOL-900406,SO-700082,MP-1116,48,41.79,8.3,"1,839.41",
SOL-900407,SO-700082,MP-1054,27,36.75,9.39,899.05,
SOL-900408,SO-700082,MP-1015,17,32.4,9.03,501.06,
