order_id,order_date,customer_id,warehouse_code,rep_id,order_status,payment_terms_days
SO-700151,2024-09-03,CUS-5245,WH-01,REP-106,Delivered,60
SO-700152,03/09/2024,CUS-5182,WH-03,REP-103,Returned,30
SO-700153,2024-09-03,CUS-5006,WH-01,REP-106,Delivered,30
SO-700154,03/09/2024,CUS-5014,WH-01,REP-110,Delivered,45
SO-700155,03/09/2024,CUS-5037,WH-02,REP-102,Delivered,45
SO-700156,2024-09-03,CUS-5316,WH-01,REP-111,Delivered,30
SO-700157,2024-09-03,CUS-5053,WH-01,REP-112,Delivered,30
SO-700158,2024-09-03,CUS-5432,WH-01,REP-104,Delivered,30
SO-700159,2024-09-03,CUS-5461,WH-01,REP-112,Delivered,14
SO-700160,2024-09-03,CUS-5192,WH-02,REP-108,Cancelled,30
SO-700161,2024-09-03,CUS-5035,WH-01,REP-107,Delivered,45
SO-700162,03/09/2024,CUS-5024,WH-01,REP-111,Delivered,45
SO-700163,2024-09-03,CUS-5369,WH-01,REP-106,Delivered,60
SO-700164,2024-09-03,CUS-5054,WH-01,REP-112,Delivered,14
SO-700165,2024-09-03,CUS-5041,WH-03,REP-103,Delivered,30
SO-700166,2024-09-03,CUS-5038,WH-01,REP-110,Delivered,45
SO-700167,03/09/2024,CUS-5012,WH-01,REP-110,Delivered,30
SO-700168,2024-09-03,CUS-5041,WH-03,REP-103,Delivered,30
SO-700169,2024-09-03,CUS-5054,WH-01,REP-112,Delivered,14
SO-700170,03/09/2024,CUS-5074,WH-01,REP-101,Delivered,45
SO-700171,03/09/2024,CUS-5037,WH-02,REP-102,Delivered,45
SO-700172,03/09/2024,CUS-5431,WH-02,REP-108,Delivered,45
SO-700173,2024-09-03,CUS-5108,WH-03,REP-109,Delivered,60
SO-700174,03/09/2024,CUS-5041,WH-03,REP-103,Delivered,30
SO-700175,03/09/2024,CUS-5401,WH-01,REP-106,Delivered,60
SO-700176,03/09/2024,CUS-5361,WH-01,REP-110,Delivered,60
SO-700177,2024-09-03,CUS-5430,WH-02,REP-102,Delivered,30
SO-700178,2024-09-03,CUS-5032,WH-01,REP-110,Delivered,14
SO-700179,2024-09-03,CUS-5405,WH-01,REP-101,Delivered,60
SO-700180,2024-09-03,CUS-5106,WH-01,REP-110,Delivered,14
SO-700181,2024-09-03,CUS-5104,WH-01,REP-110,Delivered,60
SO-700182,2024-09-03,CUS-5135,WH-01,REP-111,Delivered,14
SO-700183,03/09/2024,CUS-5120,WH-01,REP-105,Delivered,14
SO-700184,03/09/2024,CUS-5019,WH-03,REP-103,Delivered,30
SO-700185,03/09/2024,CUS-5222,WH-02,REP-108,Delivered,45
SO-700186,03/09/2024,CUS-5031,WH-02,REP-108,Delivered,30
SO-700187,2024-09-03,CUS-5034,WH-01,REP-111,Delivered,30
SO-700188,2024-09-03,CUS-5124,WH-03,REP-109,Delivered,60
SO-700189,03/09/2024,CUS-5417,WH-01,REP-106,Delivered,45
SO-700190,2024-09-03,CUS-5022,WH-03,REP-103,Delivered,30
SO-700191,03/09/2024,CUS-5024,WH-01,REP-111,Delivered,45
SO-700192,2024-09-03,CUS-5033,WH-02,REP-102,Delivered,30
SO-700193,2024-09-03,CUS-5318,WH-01,REP-106,Delivered,30
SO-700194,2024-09-03,CUS-5337,WH-01,REP-104,Delivered,30
SO-700195,2024-09-03,CUS-5033,WH-02,REP-102,Delivered,30
SO-700196,2024-09-03,CUS-5024,WH-01,REP-111,Delivered,45
SO-700197,03/09/2024,CUS-5365,WH-01,REP-107,Delivered,30
SO-700198,2024-09-03,CUS-5049,WH-01,REP-106,Delivered,45
SO-700199,2024-09-03,CUS-5025,WH-02,REP-108,Delivered,45
SO-700200,2024-09-03,CUS-5151,WH-01,REP-110,Delivered,30
SO-700201,2024-09-03,CUS-5052,WH-01,REP-112,Delivered,60
SO-700202,2024-09-03,CUS-5041,WH-03,REP-103,Delivered,30
SO-700203,2024-09-03,CUS-5006,WH-01,REP-106,Returned,30
SO-700204,03/09/2024,CUS-5042,WH-01,REP-104,Delivered,30
SO-700205,03/09/2024,CUS-5189,WH-02,REP-102,Delivered,30
SO-700206,2024-09-03,CUS-5295,WH-01,REP-110,Delivered,30
SO-700207,2024-09-04,CUS-5051,WH-01,REP-106,Delivered,14
SO-700208,2024-09-04,CUS-5011,WH-01,REP-112,Delivered,60
SO-700209,2024-09-04,CUS-5197,WH-01,REP-104,Delivered,60
SO-700210,2024-09-04,CUS-5018,WH-01,REP-105,Delivered,30
SO-700211,2024-09-04,CUS-5040,WH-01,REP-101,Delivered,30
SO-700212,04/09/2024,CUS-5005,WH-01,REP-101,Delivered,14
SO-700213,04/09/2024,CUS-5221,WH-01,REP-106,Delivered,45
SO-700214,04/09/2024,CUS-5236,WH-03,REP-109,Delivered,60
SO-700215,04/09/2024,CUS-5442,WH-01,REP-101,Delivered,30
SO-700216,2024-09-04,CUS-5047,WH-02,REP-102,Delivered,30
SO-700217,04/09/2024,CUS-5316,WH-01,REP-111,Delivered,30
SO-700218,2024-09-04,CUS-5010,WH-01,REP-107,Delivered,30
SO-700219,2024-09-04,CUS-5022,WH-03,REP-103,Delivered,30
SO-700220,2024-09-04,CUS-5182,WH-03,REP-103,Delivered,30
SO-700221,04/09/2024,CUS-5237,WH-01,REP-111,Delivered,45
SO-700222,2024-09-04,CUS-5328,WH-02,REP-108,Delivered,30
SO-700223,2024-09-04,CUS-5451,WH-01,REP-104,Delivered,30
SO-700224,04/09/2024,CUS-5246,WH-01,REP-105,Delivered,30
SO-700225,04/09/2024,CUS-5438,WH-01,REP-101,Delivered,30
SO-700226,2024-09-04,CUS-5329,WH-01,REP-112,Delivered,60
SO-700227,2024-09-04,CUS-5398,WH-01,REP-107,Delivered,30
SO-700228,2024-09-04,CUS-5382,WH-03,REP-103,Delivered,30
SO-700229,2024-09-04,CUS-5403,WH-01,REP-101,Delivered,30
SO-700230,2024-09-04,CUS-5053,WH-01,REP-112,Delivered,30
SO-700231,04/09/2024,CUS-5114,WH-02,REP-108,Delivered,60
SO-700232,04/09/2024,CUS-5471,WH-01,REP-110,Delivered,30
SO-700233,2024-09-04,CUS-5422,WH-01,REP-112,Delivered,30
SO-700234,04/09/2024,CUS-5188,WH-02,REP-102,Delivered,14
SO-700235,2024-09-04,CUS-5048,WH-01,REP-112,Delivered,30
SO-700236,2024-09-04,CUS-5042,WH-01,REP-104,Delivered,30
SO-700237,2024-09-04,CUS-5166,WH-01,REP-104,Cancelled,30
SO-700238,2024-09-04,CUS-5041,WH-03,REP-103,Delivered,30
SO-700239,2024-09-04,CUS-5036,WH-01,REP-112,Delivered,30
SO-700240,2024-09-04,CUS-5022,WH-03,REP-103,Delivered,30
SO-700241,2024-09-04,CUS-5315,WH-03,REP-103,Delivered,30
SO-700242,2024-09-04,CUS-5022,WH-03,REP-103,Delivered,30
SO-700243,2024-09-04,CUS-5178,WH-01,REP-112,Delivered,45
SO-700244,2024-09-04,CUS-5421,WH-02,REP-102,Delivered,14
SO-700245,2024-09-04,CUS-5387,WH-01,REP-106,Delivered,45
SO-700246,2024-09-04,CUS-5052,WH-01,REP-112,Delivered,60
SO-700247,2024-09-04,CUS-5438,WH-01,REP-101,Delivered,30
SO-700248,2024-09-04,CUS-5317,WH-01,REP-111,Delivered,30
SO-700249,2024-09-04,CUS-5426,WH-01,REP-112,Delivered,30
SO-700250,04/09/2024,CUS-5010,WH-01,REP-107,Delivered,30
SO-700251,04/09/2024,CUS-5081,WH-01,REP-101,Delivered,45
SO-700252,2024-09-04,CUS-5469,WH-03,REP-109,Delivered,30
SO-700253,04/09/2024,CUS-5438,WH-01,REP-101,Delivered,30
SO-700254,2024-09-04,CUS-5009,WH-01,REP-107,Delivered,30
SO-700255,04/09/2024,CUS-5017,WH-02,REP-102,Delivered,30
SO-700256,2024-09-04,CUS-5034,WH-01,REP-111,Delivered,30
SO-700257,2024-09-04,CUS-5342,WH-01,REP-110,Delivered,60
SO-700258,04/09/2024,CUS-5472,WH-01,REP-104,Delivered,30
SO-700259,2024-09-04,CUS-5144,WH-03,REP-109,Delivered,30
SO-700260,04/09/2024,CUS-5416,WH-03,REP-103,Delivered,30
SO-700261,04/09/2024,CUS-5311,WH-01,REP-112,Delivered,60
SO-700262,2024-09-04,CUS-5029,WH-01,REP-101,Delivered,60
SO-700263,2024-09-04,CUS-5479,WH-01,REP-105,Delivered,60
SO-700264,2024-09-04,CUS-5016,WH-01,REP-104,Delivered,30
SO-700265,04/09/2024,CUS-5077,WH-01,REP-107,Delivered,30
SO-700266,04/09/2024,CUS-5144,WH-03,REP-109,Delivered,30
SO-700267,04/09/2024,CUS-5005,WH-01,REP-101,Delivered,14
SO-700268,2024-09-04,CUS-5400,WH-01,REP-110,Delivered,30
SO-700269,2024-09-04,CUS-5183,WH-01,REP-104,Delivered,30
SO-700270,04/09/2024,CUS-5316,WH-01,REP-111,Delivered,30
SO-700271,2024-09-04,CUS-5197,WH-01,REP-104,Delivered,60
SO-700272,04/09/2024,CUS-5200,WH-01,REP-110,Delivered,60
SO-700273,2024-09-04,CUS-5268,WH-03,REP-109,Delivered,45
SO-700274,04/09/2024,CUS-5360,WH-02,REP-108,Delivered,45
SO-700275,2024-09-04,CUS-5061,WH-03,REP-103,Delivered,60
SO-700276,2024-09-04,CUS-5288,WH-01,REP-111,Delivered,30
SO-700277,2024-09-04,CUS-5066,WH-01,REP-107,Delivered,30
SO-700278,2024-09-04,CUS-5219,WH-01,REP-101,Delivered,60
SO-700279,2024-09-04,CUS-5013,WH-01,REP-110,Delivered,45
SO-700280,2024-09-04,CUS-5119,WH-01,REP-110,Delivered,30
SO-700281,2024-09-04,CUS-5137,WH-01,REP-101,Delivered,45
SO-700282,04/09/2024,CUS-5023,WH-01,REP-110,Delivered,60
SO-700283,04/09/2024,CUS-5031,WH-02,REP-108,Delivered,30
SO-700284,2024-09-04,CUS-5195,WH-01,REP-110,Returned,30
SO-700285,04/09/2024,CUS-5315,WH-03,REP-103,Delivered,30
SO-700286,2024-09-04,CUS-5377,WH-01,REP-101,Delivered,30
SO-700287,2024-09-04,CUS-5007,WH-01,REP-104,Delivered,30
SO-700288,2024-09-04,CUS-5042,WH-01,REP-104,Delivered,30
SO-700289,04/09/2024,CUS-5462,WH-01,REP-105,Cancelled,60
SO-700290,2024-09-04,CUS-5031,WH-02,REP-108,Delivered,30
SO-700291,2024-09-04,CUS-5004,WH-02,REP-102,Delivered,30
SO-700292,04/09/2024,CUS-5031,WH-02,REP-108,Delivered,30
SO-700293,2024-09-04,CUS-5214,WH-02,REP-108,Delivered,30
SO-700294,2024-09-04,CUS-5220,WH-02,REP-102,Delivered,30
SO-700295,04/09/2024,CUS-5471,WH-01,REP-110,Delivered,30
SO-700296,2024-09-04,CUS-5028,WH-01,REP-106,Delivered,30
SO-700297,2024-09-04,CUS-5411,WH-01,REP-101,Delivered,30
SO-700298,05/09/2024,CUS-5259,WH-02,REP-108,Delivered,30
SO-700299,2024-09-05,CUS-5047,WH-02,REP-102,Delivered,30
SO-700300,2024-09-05,CUS-5308,WH-02,REP-108,Delivered,30
SO-700301,2024-09-05,CUS-5014,WH-01,REP-110,Delivered,45
SO-700302,2024-09-05,CUS-5207,WH-01,REP-107,Delivered,60
SO-700303,2024-09-05,CUS-5029,WH-01,REP-101,Delivered,60
SO-700304,2024-09-05,CUS-5458,WH-01,REP-104,Delivered,30
SO-700305,2024-09-05,CUS-5350,WH-02,REP-102,Delivered,14
SO-700306,05/09/2024,CUS-5014,WH-01,REP-110,Delivered,45
SO-700307,05/09/2024,CUS-5313,WH-01,REP-101,Delivered,30
SO-700308,05/09/2024,CUS-5437,WH-02,REP-102,Delivered,14
SO-700309,05/09/2024,CUS-5041,WH-03,REP-103,Delivered,30
SO-700310,2024-09-05,CUS-5151,WH-01,REP-110,Delivered,30
SO-700311,2024-09-05,CUS-5026,WH-01,REP-106,Delivered,14
SO-700312,05/09/2024,CUS-5299,WH-03,REP-109,Delivered,30
SO-700313,05/09/2024,CUS-5253,WH-01,REP-111,Delivered,14
SO-700314,05/09/2024,CUS-5325,WH-03,REP-109,Delivered,30
SO-700315,05/09/2024,CUS-5053,WH-01,REP-112,Delivered,30
SO-700316,05/09/2024,CUS-5035,WH-01,REP-107,Delivered,45
SO-700317,2024-09-05,CUS-5010,WH-01,REP-107,Delivered,30
SO-700318,05/09/2024,CUS-5432,WH-01,REP-104,Delivered,30
SO-700319,05/09/2024,CUS-5041,WH-03,REP-103,Delivered,30
SO-700320,2024-09-05,CUS-5022,WH-03,REP-103,Delivered,30
SO-700321,2024-09-05,CUS-5293,WH-02,REP-102,Delivered,60
SO-700322,2024-09-05,CUS-5039,WH-01,REP-110,Delivered,60
SO-700323,2024-09-05,CUS-5466,WH-01,REP-110,Delivered,14
SO-700324,2024-09-05,CUS-5211,WH-02,REP-102,Delivered,30
SO-700325,2024-09-05,CUS-5332,WH-03,REP-103,Delivered,14
SO-700326,05/09/2024,CUS-5480,WH-01,REP-112,Delivered,30
SO-700327,2024-09-05,CUS-5197,WH-01,REP-104,Delivered,60
SO-700328,2024-09-05,CUS-5077,WH-01,REP-107,Delivered,30
SO-700329,2024-09-05,CUS-5028,WH-01,REP-106,Delivered,30
SO-700330,2024-09-05,CUS-5430,WH-02,REP-102,Delivered,30
SO-700331,2024-09-05,CUS-5031,WH-02,REP-108,Delivered,30
SO-700332,2024-09-05,CUS-5022,WH-03,REP-103,Delivered,30
SO-700333,2024-09-05,CUS-5024,WH-01,REP-111,Delivered,45
SO-700334,2024-09-05,CUS-5090,WH-01,REP-105,Delivered,14
SO-700335,05/09/2024,CUS-5017,WH-02,REP-102,Delivered,30
SO-700336,05/09/2024,CUS-5258,WH-01,REP-110,Delivered,60
SO-700337,2024-09-05,CUS-5035,WH-01,REP-107,Delivered,45
SO-700338,2024-09-05,CUS-5051,WH-01,REP-106,Delivered,14
SO-700339,2024-09-05,CUS-5454,WH-01,REP-106,Delivered,14
SO-700340,2024-09-05,CUS-5366,WH-02,REP-102,Delivered,30
SO-700341,2024-09-05,CUS-5043,WH-01,REP-107,Delivered,30
SO-700342,05/09/2024,CUS-5479,WH-01,REP-105,Delivered,60
SO-700343,05/09/2024,CUS-5386,WH-03,REP-103,Delivered,60
SO-700344,2024-09-05,CUS-5136,WH-02,REP-108,Delivered,30
SO-700345,2024-09-05,CUS-5256,WH-03,REP-103,Delivered,60
SO-700346,05/09/2024,CUS-5019,WH-03,REP-103,Delivered,30
SO-700347,2024-09-05,CUS-5177,WH-01,REP-105,Delivered,30
SO-700348,2024-09-05,CUS-5120,WH-01,REP-105,Delivered,14
SO-700349,2024-09-05,CUS-5346,WH-01,REP-101,Delivered,30
SO-700350,05/09/2024,CUS-5463,WH-01,REP-112,Delivered,60
SO-700351,2024-09-05,CUS-5054,WH-01,REP-112,Delivered,14
SO-700352,05/09/2024,CUS-5083,WH-01,REP-104,Delivered,30
SO-700353,2024-09-05,CUS-5261,WH-01,REP-105,Delivered,30
SO-700354,2024-09-05,CUS-5024,WH-01,REP-111,Delivered,45
SO-700355,2024-09-05,CUS-5020,WH-01,REP-101,Delivered,30
SO-700356,2024-09-05,CUS-5423,WH-02,REP-102,Delivered,14
SO-700357,2024-09-05,CUS-5010,WH-01,REP-107,Delivered,30
SO-700358,05/09/2024,CUS-5195,WH-01,REP-110,Delivered,30
SO-700359,2024-09-05,CUS-5051,WH-01,REP-106,Delivered,14
SO-700360,05/09/2024,CUS-5422,WH-01,REP-112,Delivered,30
SO-700361,2024-09-05,CUS-5171,WH-01,REP-112,Delivered,30
SO-700362,2024-09-05,CUS-5326,WH-01,REP-106,Delivered,30
SO-700363,2024-09-05,CUS-5047,WH-02,REP-102,Delivered,30
SO-700364,2024-09-05,CUS-5052,WH-01,REP-112,Delivered,60
SO-700365,2024-09-05,CUS-5033,WH-02,REP-102,Delivered,30
SO-700366,05/09/2024,CUS-5036,WH-01,REP-112,Delivered,30
SO-700367,2024-09-05,CUS-5004,WH-02,REP-102,Delivered,30
SO-700368,2024-09-05,CUS-5218,WH-02,REP-108,Delivered,30
SO-700369,05/09/2024,CUS-5012,WH-01,REP-110,Delivered,30
SO-700370,2024-09-05,CUS-5366,WH-02,REP-102,Delivered,30
SO-700371,2024-09-05,CUS-5273,WH-01,REP-105,Delivered,60
SO-700372,05/09/2024,CUS-5481,WH-01,REP-110,Delivered,60
SO-700373,2024-09-05,CUS-5334,WH-01,REP-112,Delivered,45
SO-700374,2024-09-05,CUS-5369,WH-01,REP-106,Delivered,60
SO-700375,2024-09-05,CUS-5342,WH-01,REP-110,Delivered,60
SO-700376,2024-09-05,CUS-5030,WH-03,REP-103,Delivered,30
