order_id,freight_cost,handling_cost,rebate_amount
SO-700125,1375.34,112.05,933.95
SO-700126,1150.61,162,694.79
SO-700127,579.75,95.4,983.32
SO-700128,498.79,128.7,0
SO-700129,1396.27,112.05,651.46
SO-700130,1924.29,78.75,0
SO-700131,754.65,128.7,702.1
SO-700132,655.41,112.05,0
SO-700133,1589.7,145.35,593.77
SO-700134,3522.56,112.05,2202.98
SO-700135,527.21,112.05,1537.24
SO-700136,546.16,95.4,0
SO-700137,641.42,95.4,511.69
SO-700138,1981.68,128.7,1754.16
SO-700139,1960.17,128.7,1681.72
SO-700140,1145.23,162,1125.92
SO-700141,365.72,112.05,0
SO-700142,2394.72,128.7,1837.82
SO-700143,398.01,95.4,0
SO-700144,1370.48,128.7,0
SO-700145,1667.38,112.05,0
SO-700146,1372.41,95.4,0
SO-700147,776.13,112.05,0
SO-700148,2032.7,112.05,513.05
SO-700149,1273.03,112.05,0
SO-700150,257.64,62.1,0
SO-700151,678.66,128.7,0
SO-700152,604.88,95.4,0
SO-700153,1794.33,162,1189.72
SO-700154,2388.75,128.7,384.99
SO-700155,656.05,128.7,394.8
SO-700156,1516.12,128.7,0
SO-700157,2779.85,145.35,2702.14
SO-700158,1061.04,78.75,0
SO-700159,609.7,78.75,0
SO-700160,830.88,128.7,0
SO-700161,1551.58,128.7,1473.87
SO-700162,1404.75,128.7,728.27
SO-700163,1432.77,128.7,0
SO-700164,795.98,95.4,523.66
SO-700165,2400.22,112.05,"1,645.62"
SO-700166,1289.6,112.05,0
SO-700167,1908.46,162,0
SO-700168,2211.69,112.05,1873.11
SO-700169,2190.02,128.7,1586.18
SO-700170,473.36,112.05,0
SO-700171,854.01,162,667.95
SO-700172,543.02,62.1,0
SO-700173,1109.48,128.7,0
SO-700174,2286.26,145.35,3234.57
SO-700175,296.46,62.1,0
SO-700176,812.22,78.75,0
SO-700177,612.15,78.75,0
SO-700178,1447.78,162,1577.99
SO-700179,1213.21,112.05,0
SO-700180,403.15,78.75,0
SO-700181,1239.4,78.75,0
SO-700182,1282.39,112.05,0
SO-700183,1849.54,128.7,0
SO-700184,1404.14,128.7,0
SO-700185,963.79,112.05,0
SO-700186,1434.94,112.05,1012.29
SO-700187,1005.96,112.05,783.85
SO-700188,985.72,95.4,0
SO-700189,1082.45,112.05,0
SO-700190,3771.98,145.35,1858.77
SO-700191,1818.22,112.05,571.01
SO-700192,2111.96,162,0
SO-700193,795.3,78.75,0
SO-700194,893.08,78.75,0
SO-700195,690.99,95.4,0
SO-700196,2522.7,162,1219.96
SO-700197,779.68,112.05,0
SO-700198,700.47,95.4,755.37
SO-700199,1251.31,95.4,538.19
SO-700200,759,128.7,0
SO-700201,3465.85,145.35,3455.13
SO-700202,2404.6,128.7,"2,191.61"
SO-700203,1395.27,162,1840.48
SO-700204,1718.85,128.7,1383.38
SO-700205,1053.26,78.75,0
SO-700206,738.93,128.7,0
SO-700207,3905.78,95.4,2542.2
SO-700208,943.63,145.35,1167.79
SO-700209,2339.94,128.7,0
SO-700210,3511.16,162,1468.42
SO-700211,658.56,95.4,0
SO-700212,649.81,145.35,0
SO-700213,640.42,78.75,0
SO-700214,719.47,128.7,0
SO-700215,426.8,78.75,0
SO-700216,3056.59,145.35,2676.7
SO-700217,1352.09,128.7,0
SO-700218,1280.52,162,821.88
SO-700219,1214.55,145.35,1374.76
SO-700220,971.41,78.75,0
SO-700221,1209.25,95.4,0
SO-700222,720.95,95.4,0
SO-700223,1038.3,62.1,0
SO-700224,1458.96,128.7,0
SO-700225,414.09,95.4,0
SO-700226,728.22,78.75,0
SO-700227,448.33,112.05,0
SO-700228,708.88,95.4,0
SO-700229,184.31,78.75,0
SO-700230,1254.74,128.7,2156.82
SO-700231,445.07,95.4,0
SO-700232,731.02,95.4,0
SO-700233,813.68,112.05,0
SO-700234,383.42,95.4,0
SO-700235,2375.99,128.7,1447.97
SO-700236,1601.33,112.05,1057.6
SO-700237,840.88,128.7,0
SO-700238,2169.7,128.7,3229.13
SO-700239,693.07,128.7,326.95
SO-700240,1067.7,145.35,1182
SO-700241,440.9,95.4,0
SO-700242,1315.91,128.7,841.51
SO-700243,919.4,128.7,0
SO-700244,189.83,62.1,0
SO-700245,827.89,95.4,0
SO-700246,3257.41,128.7,"3,289.68"
SO-700247,280.61,62.1,0
SO-700248,784.54,95.4,0
SO-700249,899.88,95.4,0
SO-700250,625,145.35,753.12
SO-700251,826.77,128.7,0
SO-700252,530.96,78.75,0
SO-700253,649.62,112.05,0
SO-700254,320.08,95.4,0
SO-700255,1151.77,95.4,0
SO-700256,874.45,95.4,883.46
SO-700257,1220.78,112.05,0
SO-700258,1192.7,112.05,0
SO-700259,325.36,95.4,0
SO-700260,553.73,78.75,0
SO-700261,1249.14,128.7,0
SO-700262,1379.37,128.7,684.74
SO-700263,280.51,78.75,0
SO-700264,761.13,128.7,529.87
SO-700265,913.95,128.7,0
SO-700266,761.55,95.4,0
SO-700267,604.96,95.4,0
SO-700268,1346.65,95.4,0
SO-700269,837.15,112.05,0
SO-700270,1139.98,78.75,0
SO-700271,677.15,78.75,0
SO-700272,1269.26,95.4,0
SO-700273,426.41,95.4,0
SO-700274,617.7,128.7,0
SO-700275,676.91,95.4,0
SO-700276,673.74,95.4,0
SO-700277,366.45,112.05,0
SO-700278,404.36,78.75,0
SO-700279,1314.5,162,574.78
SO-700280,623.17,78.75,0
SO-700281,423.49,95.4,0
SO-700282,1674.6,162,0
SO-700283,1030.06,128.7,"1,489.84"
SO-700284,765.44,78.75,0
SO-700285,406.13,95.4,0
SO-700286,1294.82,112.05,0
SO-700287,1426.65,145.35,1592.79
SO-700288,1520.47,145.35,"1,306.88"
SO-700289,577.23,78.75,0
SO-700290,1216.56,112.05,1308.87
SO-700291,1401.76,145.35,0
SO-700292,1152.82,112.05,1451.34
SO-700293,898.06,112.05,0
SO-700294,328.84,78.75,0
SO-700295,541.22,112.05,0
SO-700296,892.85,95.4,799.87
SO-700297,1016.85,78.75,0
SO-700298,947.9,128.7,0
SO-700299,1494.24,128.7,2885.23
SO-700300,759.13,128.7,0
SO-700301,2499.72,162,1034.56
SO-700302,541.13,95.4,0
SO-700303,1195.89,128.7,1127.32
SO-700304,1137.49,112.05,0
SO-700305,317.45,62.1,0
SO-700306,1806.78,162,1110.52
SO-700307,221.08,78.75,0
SO-700308,507.69,95.4,0
SO-700309,1663.5,128.7,3171.76
SO-700310,657.36,128.7,0
SO-700311,558.22,95.4,217.33
SO-700312,190.93,78.75,0
SO-700313,1691.5,128.7,0
SO-700314,1252.19,112.05,0
SO-700315,2119.87,145.35,2003.46
SO-700316,2123.26,145.35,2192.64
SO-700317,686.29,95.4,530.66
SO-700318,429.21,62.1,0
SO-700319,3396.89,145.35,3217.28
SO-700320,2066.31,112.05,1072.33
SO-700321,611.72,128.7,0
SO-700322,582.14,112.05,444.1
SO-700323,582.61,112.05,0
SO-700324,621.02,78.75,0
SO-700325,802.93,128.7,0
SO-700326,538.68,112.05,0
SO-700327,1555.38,128.7,0
SO-700328,187.42,78.75,0
SO-700329,581.38,95.4,1323.8
SO-700330,341.41,62.1,0
SO-700331,1014.07,112.05,1175.89
SO-700332,1887.1,145.35,1746.02
SO-700333,1742.83,162,1405.78
SO-700334,580.03,112.05,0
SO-700335,1469.73,162,0
SO-700336,765.98,78.75,0
SO-700337,1920.03,145.35,1203.08
SO-700338,1315.37,95.4,"2,248.69"
SO-700339,262.54,62.1,0
SO-700340,626.85,112.05,0
SO-700341,896.75,145.35,1848.59
SO-700342,546.44,78.75,0
SO-700343,530.14,112.05,0
SO-700344,545.8,112.05,0
SO-700345,536.96,128.7,0
SO-700346,910.87,128.7,0
SO-700347,1232.57,128.7,0
SO-700348,1495.31,128.7,0
SO-700349,358.3,78.75,0
SO-700350,733.24,112.05,0
SO-700351,1720.21,128.7,1060.43
SO-700352,817.6,128.7,0
SO-700353,1263.62,128.7,0
SO-700354,1148.51,95.4,510.41
SO-700355,905.79,95.4,0
SO-700356,533.39,62.1,0
SO-700357,1066.6,162,1324.28
SO-700358,960.09,112.05,0
SO-700359,1425.13,112.05,3006.11
SO-700360,1540.42,112.05,0
SO-700361,583.18,112.05,0
SO-700362,2088.58,128.7,0
SO-700363,1255.05,95.4,1090.46
SO-700364,4720.03,145.35,3118.73
SO-700365,1543.92,145.35,0
SO-700366,356.51,112.05,405.65
SO-700367,1154.49,128.7,0
SO-700368,389.89,112.05,0
SO-700369,1037.08,145.35,0
SO-700370,458.57,95.4,0
SO-700371,652.73,95.4,0
SO-700372,904.27,95.4,0
SO-700373,759.88,78.75,0
SO-700374,422.52,78.75,0
SO-700375,452.42,112.05,0
SO-700376,1968.58,95.4,2272.72
SO-700377,1037.39,112.05,0
SO-700378,1768.93,112.05,1796.76
SO-700379,767.95,128.7,0
SO-700380,1313.39,78.75,0
SO-700381,902.07,162,0
SO-700382,471.98,95.4,0
SO-700383,639.59,128.7,0
SO-700384,1777.85,128.7,0
SO-700385,1102.84,128.7,0
SO-700386,1754.73,162,0
SO-700387,1037.55,112.05,0
SO-700388,1198.57,112.05,0
SO-700389,1040.79,112.05,0
SO-700390,358.41,78.75,0
SO-700391,929.95,128.7,0
SO-700392,1488,112.05,0
SO-700393,696.8,78.75,0
SO-700394,566.29,128.7,0
SO-700395,1978.28,162,1005.79
SO-700396,380.14,112.05,0
SO-700397,575.44,95.4,0
SO-700398,1893.61,128.7,571.8
SO-700399,1142.87,78.75,0
SO-700400,1410.59,145.35,1122.82
SO-700401,476.35,62.1,0
SO-700402,1432.94,128.7,0
SO-700403,2048.91,145.35,0
SO-700404,1492.85,78.75,0
SO-700405,1427.68,128.7,0
SO-700406,888.67,95.4,0
SO-700407,1046.26,112.05,0
SO-700408,1229.24,128.7,0
SO-700409,1079.47,95.4,891.1
SO-700410,783.44,112.05,0
SO-700411,477.14,78.75,0
SO-700412,453.09,78.75,0
SO-700413,2414.75,128.7,0
SO-700414,1182.74,112.05,0
SO-700415,804.23,112.05,0
SO-700416,936.16,128.7,919.96
SO-700417,978.96,112.05,0
SO-700418,518.01,78.75,0
SO-700419,1042.24,95.4,800.93
SO-700420,1264.48,128.7,0
SO-700421,417.34,112.05,0
SO-700422,1180.7,95.4,988.03
SO-700423,428.67,78.75,0
SO-700424,720.34,112.05,0
SO-700425,1041.63,112.05,0
SO-700426,859,112.05,0
SO-700427,1127.77,128.7,0
SO-700428,781.84,95.4,0
SO-700429,806.07,112.05,0
SO-700430,1707.24,128.7,0
SO-700431,1985.3,112.05,777.73
SO-700432,758.29,95.4,0
SO-700433,2196.88,145.35,1522.44
SO-700434,1018.84,128.7,0
SO-700435,1232.33,145.35,0
SO-700436,996.55,95.4,0
SO-700437,1018.36,95.4,0
SO-700438,1903.43,145.35,1977.99
SO-700439,178.52,62.1,0
SO-700440,1395.87,112.05,"1,288.14"
SO-700441,312.83,78.75,0
SO-700442,1363.48,128.7,666.11
SO-700443,477.04,95.4,0
SO-700444,299.43,78.75,0
SO-700445,916.62,128.7,0
SO-700446,506.73,128.7,0
SO-700447,846.98,128.7,0
SO-700448,1499.23,145.35,1400.32
SO-700449,290.42,78.75,0
SO-700450,1042.97,162,1387.44
SO-700451,845.43,78.75,0
SO-700452,1783.13,112.05,984.88
SO-700453,415.21,128.7,0
SO-700454,1539.63,128.7,0
SO-700455,673.82,95.4,0
SO-700456,421.15,62.1,0
SO-700457,770.03,95.4,0
SO-700458,645.05,95.4,0
SO-700459,625.68,78.75,0
SO-700460,1651.04,145.35,3303.56
SO-700461,448.21,95.4,0
SO-700462,581.44,112.05,0
SO-700463,1708.81,112.05,0
SO-700464,469.08,78.75,0
SO-700465,313.96,62.1,0
SO-700466,1245.74,128.7,841.45
SO-700467,764.84,112.05,0
SO-700468,1046.72,95.4,0
SO-700469,1111.64,112.05,0
SO-700470,342.03,112.05,0
SO-700471,2208.55,95.4,1741.44
SO-700472,856.58,95.4,608.67
SO-700473,2300.87,95.4,2505.86
SO-700474,974.63,112.05,645.46
SO-700475,314.65,62.1,0
SO-700476,2466.22,145.35,1129.88
SO-700477,1059.93,128.7,0
SO-700478,1324.89,112.05,703.07
SO-700479,2858.49,128.7,2972.16
SO-700480,645.1,78.75,0
SO-700481,748.66,78.75,0
SO-700482,1282,78.75,0
SO-700483,1094.68,112.05,1064.53
SO-700484,1328.81,128.7,0
SO-700485,1313.28,112.05,0
SO-700486,2685.42,112.05,1163.41
SO-700487,869.99,95.4,354.48
SO-700488,611.82,95.4,0
SO-700489,1542.57,128.7,0
SO-700490,825.08,95.4,0
SO-700491,378.67,95.4,0
SO-700492,730.38,112.05,0
SO-700493,743.12,128.7,1067.24
SO-700494,2719.71,145.35,1624.42
SO-700495,479.7,78.75,0
SO-700496,511.21,112.05,0
SO-700497,579.25,95.4,0
SO-700498,625.38,78.75,0
SO-700499,1021.38,112.05,794.04
SO-700500,941.42,62.1,0
SO-700501,625.87,95.4,0
SO-700502,959.99,78.75,0
SO-700503,1844.45,95.4,1489.51
SO-700504,1968.33,128.7,1854.77
SO-700505,900.18,145.35,715.07
SO-700506,1400.87,112.05,0
SO-700507,1679.61,112.05,"1,486.00"
SO-700508,584.54,78.75,0
SO-700509,1130.14,112.05,0
SO-700510,846.87,112.05,0
SO-700511,854.59,112.05,745.82
SO-700512,903.03,95.4,0
SO-700513,1059.74,112.05,0
SO-700514,1350.02,145.35,837.5
SO-700515,481.9,112.05,0
SO-700516,1087.96,162,0
SO-700517,3624.72,145.35,3146.28
SO-700518,1375.99,112.05,911.01
SO-700519,755.76,128.7,0
SO-700520,390.82,78.75,0
SO-700521,539.54,78.75,0
SO-700522,1370.53,145.35,0
SO-700523,2469.1,145.35,1663.51
SO-700524,908.8,112.05,889.69
SO-700525,779.37,95.4,686.53
SO-700526,512.54,78.75,0
SO-700527,1081.25,95.4,0
SO-700528,931.51,128.7,1034.71
SO-700529,139.48,62.1,0
SO-700530,3489.59,112.05,3540.91
SO-700531,621.88,128.7,0
SO-700532,1036.59,128.7,1388.12
SO-700533,1270.39,78.75,0
SO-700534,1243,145.35,1254.01
SO-700535,803.13,95.4,0
SO-700536,946.43,112.05,1035.41
SO-700537,524.33,95.4,0
SO-700538,1147.88,128.7,1137.24
SO-700539,2349.07,162,1826.1
SO-700540,655.97,112.05,0
SO-700541,1699.09,128.7,2170.72
SO-700542,1436.61,145.35,0
SO-700543,910.81,128.7,0
SO-700544,420.42,78.75,0
SO-700545,464.55,112.05,0
SO-700546,1032.86,78.75,0
SO-700547,1186.32,112.05,0
SO-700548,2754.08,128.7,0
SO-700549,1169.7,78.75,0
SO-700550,765.3,95.4,534.07
SO-700551,1491.78,95.4,0
SO-700552,231.01,62.1,0
SO-700553,336.88,62.1,0
SO-700554,1204.37,95.4,484.2
SO-700555,1038.94,95.4,1065.95
SO-700556,1864.72,162,0
SO-700557,1020.58,112.05,0
SO-700558,222.82,78.75,0
SO-700559,3532.7,145.35,2759.89
SO-700560,869.63,112.05,0
SO-700561,1303.36,162,1436.7
SO-700562,1220.94,128.7,0
SO-700563,839.47,112.05,0
SO-700564,1077.46,145.35,602.86
SO-700565,1239.46,128.7,979.9
SO-700566,1447.32,95.4,858.23
SO-700567,1527.54,95.4,0
SO-700568,810.28,145.35,1798.4
SO-700569,981.86,128.7,0
SO-700570,1452,128.7,1242.9
SO-700571,522.55,112.05,0
SO-700572,1515.71,95.4,962.33
SO-700573,1263.46,112.05,1254.95
SO-700574,823.98,162,632.23
SO-700575,1331.76,162,2592.73
SO-700576,807.69,95.4,0
SO-700577,1032.76,128.7,0
SO-700578,416.89,78.75,0
SO-700579,491.12,95.4,0
SO-700580,1166.89,162,1341.05
SO-700581,878.19,112.05,0
SO-700582,1408.95,128.7,0
SO-700583,525.69,78.75,0
SO-700584,578.3,128.7,610.27
SO-700585,1100.38,95.4,0
SO-700586,1349.8,128.7,684.71
SO-700587,678.56,78.75,0
SO-700588,531.02,78.75,0
SO-700589,283.17,78.75,0
SO-700590,723.92,112.05,0
SO-700591,485.3,95.4,450.93
SO-700592,443.25,78.75,0
SO-700593,827.74,95.4,0
SO-700594,1131.4,145.35,2637.45
SO-700595,839.53,112.05,0
SO-700596,1541.04,95.4,881.09
SO-700597,1826.06,95.4,0
SO-700598,1197.69,78.75,0
SO-700599,631.99,112.05,0
SO-700600,1111.64,112.05,0
SO-700601,4094.44,95.4,"2,908.25"
SO-700602,2513.69,162,2082.34
SO-700603,1270.72,112.05,0
SO-700604,304.94,95.4,0
SO-700605,1286.84,162,732.52
SO-700606,964.01,145.35,0
SO-700607,1520.76,128.7,0
SO-700608,1406.26,162,0
SO-700609,1143.12,112.05,0
SO-700610,125.01,45.45,0
SO-700611,754.16,95.4,697.2
SO-700612,533.27,62.1,0
SO-700613,566.15,78.75,0
SO-700614,1132.27,112.05,1273.05
SO-700615,1446.87,128.7,0
SO-700616,1078.9,128.7,0
SO-700617,928.93,95.4,0
SO-700618,1205.93,112.05,0
SO-700619,533.28,78.75,0
SO-700620,1241.3,162,0
SO-700621,3004.2,128.7,2643.24
SO-700622,1031.11,95.4,0
SO-700623,1241.81,128.7,1253.14
SO-700624,2267.76,112.05,0
SO-700625,995.38,95.4,1189.97
SO-700626,349.32,78.75,0
SO-700627,1391.35,95.4,2497.41
SO-700628,322.78,95.4,467.65
SO-700629,527.04,95.4,755.24
SO-700630,352.21,95.4,0
SO-700631,1089.23,162,730.8
SO-700632,593.55,95.4,387.23
SO-700633,835.27,78.75,0
SO-700634,647.46,112.05,0
SO-700635,1425.21,112.05,1354.11
SO-700636,1151.72,95.4,0
SO-700637,771.59,112.05,660.23
SO-700638,438.29,112.05,1257.95
SO-700639,668.24,112.05,595.7
SO-700640,1578.93,95.4,1859.28
SO-700641,441.27,112.05,0
SO-700642,557.18,95.4,0
SO-700643,726.52,128.7,0
SO-700644,954.03,128.7,956.84
SO-700645,750.16,95.4,0
SO-700646,1376.39,162,1509.53
SO-700647,280.07,78.75,0
SO-700648,318.05,78.75,0
SO-700649,1516.3,112.05,0
SO-700650,997.23,78.75,0
SO-700651,1041.93,78.75,0
SO-700652,481.96,145.35,0
SO-700653,527.72,78.75,0
SO-700654,986.44,112.05,0
SO-700655,1081.53,112.05,0
SO-700656,838.1,128.7,0
SO-700657,778.45,162,585.58
SO-700658,570.32,95.4,0
SO-700659,1141.84,112.05,1202.36
SO-700660,517,128.7,0
SO-700661,928.98,112.05,0
SO-700662,698.07,128.7,0
SO-700663,3145.67,128.7,1865.84
SO-700664,316.01,78.75,0
SO-700665,1319.99,128.7,728.52
SO-700666,1130.31,128.7,0
SO-700667,430.15,95.4,0
SO-700668,3097.05,145.35,4604.21
SO-700669,1327.66,95.4,933.67
SO-700670,805,128.7,0
SO-700671,1477.78,145.35,0
SO-700672,156.56,78.75,0
SO-700673,421.28,78.75,0
SO-700674,621.33,112.05,0
SO-700675,3160.49,162,2199.07
SO-700676,439.68,78.75,0
SO-700677,1635.62,145.35,0
SO-700678,830.27,128.7,402.01
SO-700679,942.95,112.05,793.47
SO-700680,1275.14,112.05,0
SO-700681,690.73,95.4,0
SO-700682,1774.22,162,0
SO-700683,1026.16,112.05,0
SO-700684,486.4,112.05,454.88
SO-700685,316.68,78.75,0
SO-700686,835.23,95.4,1225.49
SO-700687,848.44,112.05,422.13
SO-700688,2151.16,128.7,"1,300.31"
SO-700689,897.28,128.7,0
SO-700690,1099.93,128.7,1684.16
SO-700691,2529.55,128.7,661.67
SO-700692,1560.86,162,2119.48
SO-700693,600.72,95.4,0
SO-700694,717.87,145.35,0
SO-700695,880.45,95.4,0
SO-700696,974.87,128.7,0
SO-700697,1299.01,112.05,0
SO-700698,526.12,112.05,0
SO-700699,730.95,95.4,0
SO-700700,795.47,78.75,0
SO-700701,2819.54,145.35,"1,841.64"
SO-700702,1056.57,95.4,0
SO-700703,1246.15,145.35,613.33
SO-700704,2439.54,128.7,1780.29
SO-700705,1006.66,112.05,0
SO-700706,760.83,95.4,0
SO-700707,632.91,95.4,561.57
SO-700708,269.27,78.75,0
SO-700709,1087.71,62.1,0
SO-700710,841.44,145.35,0
SO-700711,585.39,112.05,0
SO-700712,1734.98,128.7,0
SO-700713,1626.64,112.05,0
SO-700714,777.57,128.7,1223.18
SO-700715,781.12,112.05,988.16
SO-700716,1028.15,95.4,0
SO-700717,1721.5,162,0
SO-700718,987.26,78.75,0
SO-700719,1162.91,162,519.5
SO-700720,646.33,95.4,0
SO-700721,1804.39,128.7,1964.4
SO-700722,1610.29,162,1930.75
SO-700723,1204.64,128.7,618.37
SO-700724,503.22,128.7,0
SO-700725,1025.61,95.4,0
SO-700726,1614.24,112.05,0
SO-700727,406.54,112.05,0
SO-700728,1546.38,145.35,1565.27
SO-700729,684.17,128.7,0
SO-700730,2078.14,162,880.11
SO-700731,2307.62,128.7,0
SO-700732,597.52,112.05,0
SO-700733,1284.53,128.7,0
SO-700734,1954.73,128.7,2260.37
SO-700735,773.11,95.4,459.23
SO-700736,3211.92,145.35,4888.06
SO-700737,1676.8,145.35,1268.6
SO-700738,2181.85,128.7,1681.01
SO-700739,750.78,112.05,509.16
SO-700740,768.57,95.4,0
SO-700741,478.89,112.05,0
SO-700742,1041.52,78.75,0
SO-700743,1442.51,128.7,0
SO-700744,754.68,78.75,0
SO-700745,945.01,95.4,0
SO-700746,497.95,78.75,0
SO-700747,610.6,112.05,0
SO-700748,312.25,95.4,0
SO-700749,2328.79,95.4,2194.27
SO-700750,389.64,78.75,0
SO-700751,348.29,112.05,0
SO-700752,862.12,128.7,0
SO-700753,612.44,112.05,0
SO-700754,1052.69,128.7,525.61
SO-700755,669.19,128.7,0
SO-700756,373.75,78.75,0
SO-700757,1816.04,145.35,0
SO-700758,868.8,95.4,755.26
SO-700759,1148.69,112.05,694.55
SO-700760,1116.37,112.05,0
SO-700761,436.9,112.05,0
SO-700762,330.42,95.4,0
SO-700763,1815.34,112.05,0
SO-700764,1297.12,128.7,0
SO-700765,584.99,78.75,0
SO-700766,453.12,95.4,0
SO-700767,499.35,112.05,0
SO-700768,758.37,95.4,0
SO-700769,1102.97,112.05,0
SO-700770,1404.6,128.7,1289.04
SO-700771,305.08,78.75,0
SO-700772,732.98,78.75,0
SO-700773,1569.38,95.4,949.85
SO-700774,601.11,128.7,0
SO-700775,498.27,128.7,0
SO-700776,1861.56,145.35,"1,566.43"
SO-700777,751.72,162,0
SO-700778,2893.19,128.7,4317.21
SO-700779,1005.03,128.7,0
SO-700780,770.72,95.4,0
SO-700781,1632.18,95.4,675.84
SO-700782,1331.93,128.7,0
SO-700783,560.44,78.75,0
SO-700784,1143.52,128.7,0
SO-700785,915.59,95.4,0
SO-700786,1390.57,95.4,1207.47
SO-700787,896.94,112.05,0
SO-700788,751.63,128.7,0
SO-700789,950.74,128.7,0
SO-700790,782.28,95.4,0
SO-700791,852.27,95.4,702.82
SO-700792,1446.44,112.05,1517.82
SO-700793,1585.54,112.05,0
SO-700794,642.12,62.1,0
SO-700795,1405.67,128.7,1043.45
SO-700796,305.18,78.75,0
SO-700797,955.93,95.4,0
SO-700798,878.04,112.05,0
SO-700799,349.59,112.05,0
SO-700800,812.69,112.05,529.92
SO-700801,220.55,78.75,0
SO-700802,373.76,78.75,0
SO-700803,1583.4,128.7,1519.98
SO-700804,1239.68,128.7,830.09
SO-700805,1093.44,112.05,1181.73
SO-700806,433.05,78.75,0
SO-700807,1246.12,95.4,0
SO-700808,1471.69,128.7,0
SO-700809,324.8,78.75,0
