customer_id,customer_name,channel,region,city,credit_terms_days,rep_id,rebate_pct,onboarded_date
CUS-5029,Table Bay Foods #04,Modern Trade,Gauteng,Durban,60,REP-101,0.03,2023-08-30
CUS-5030,Table Bay Foods #05,Modern Trade,Western Cape,Bloemfontein,30,REP-103,0.05,2021-03-28
CUS-5031,Midvaal Super #01,Modern Trade,KwaZulu-Natal,Durban,30,REP-108,0.04,2023-11-25
CUS-5032,Midvaal Super #02,Modern Trade,Eastern Cape,Polokwane,14,REP-110,0.05,2018-04-29
CUS-5033,Midvaal Super #03,Modern Trade,KwaZulu-Natal,Umlazi,30,REP-102,0,2024-04-12
CUS-5034,Midvaal Super #04,Modern Trade,Free State,Umlazi,30,REP-111,0.04,2018-10-15
CUS-5035,Midvaal Super #05,Modern Trade,Gauteng,Cape Town,45,REP-107,0.03,2018-10-14
CUS-5036,  Ridgecrest Market #01,Modern Trade,Mpumalanga,Umlazi,30,REP-112,0.04,2020-06-06
CUS-5037,Ridgecrest Market #02,Modern Trade,KwaZulu-Natal,Johannesburg,45,REP-102,0.03,2017-09-03
CUS-5038,Ridgecrest Market #03,Modern Trade,Eastern Cape,Pretoria,45,REP-110,0,2022-08-21
CUS-5039,Ridgecrest Market #04,Modern Trade,Eastern Cape,Johannesburg,60,REP-110,0.03,2023-08-27
CUS-5040,Ridgecrest Market #05,MODERN TRADE,Gauteng,Bloemfontein,30,REP-101,0,2018-08-04
CUS-5041,Summit Cash & Carry Depot,Wholesale,Western Cape,Soweto,30,REP-103,0.06,2020-05-07
CUS-5042,Summit Cash & Carry Branch,Wholesale,Eastern Cape,Polokwane,30,REP-104,0.06,2022-07-13
CUS-5043,Summit Cash & Carry Hub,Wholesale,Gauteng,Khayelitsha,30,REP-107,0.06,2018-08-05
CUS-5044,Boksburg Bulk Traders Depot,Wholesale,Free State,Tembisa,14,REP-111,0.04,2022-06-02
CUS-5045,Boksburg Bulk Traders Branch,Wholesale,Eastern Cape,Cape Town,30,REP-110,0.04,2024-01-11
CUS-5046,Boksburg Bulk Traders Hub,Wholesale,Mpumalanga,Vereeniging,45,REP-106,0.04,2017-11-07
CUS-5047,Ironstone Wholesale Depot,Wholesale,KwaZulu-Natal,Mbombela,30,REP-102,0.06,2023-08-31
CUS-5048,Ironstone Wholesale Branch ,Wholesale,Mpumalanga,Soweto,30,REP-112,0.05,2018-06-05
CUS-5049,Ironstone Wholesale Hub,Wholesale,Mpumalanga,Tembisa,45,REP-106,0.04,2019-12-25
CUS-5050,Apex Depot Depot,Wholesale,Western Cape,Durban,45,REP-109,0.06,2018-11-11
CUS-5051,  Apex Depot Branch,Wholesale,Mpumalanga,Tembisa,14,REP-106,0.06,2021-07-24
CUS-5052,Apex Depot Hub ,wholesale,Mpumalanga,Umlazi,60,REP-112,0.05,2019-12-19
CUS-5053,Karoo Supply Co Depot,Wholesale,Mpumalanga,Johannesburg,30,REP-112,0.05,2020-06-12
CUS-5054,Karoo Supply Co Branch,wholesale,Mpumalanga,Bloemfontein,14,REP-112,0.04,2024-01-26
CUS-5055,  Karoo Supply Co Hub,Wholesale,Free State,Vereeniging,14,REP-105,0.05,2019-09-07
CUS-5056,Bloemfontein Spaza 9,General Trade,Eastern Cape,Khayelitsha,30,REP-104,0,2021-07-02
CUS-5057,Khayelitsha Superette 75,General Trade,Free State,Pretoria,60,REP-111,0,2023-04-25
CUS-5058,Johannesburg Superette 23 ,General Trade,Free State,Durban,45,REP-105,0,2021-09-27
CUS-5059,Bloemfontein Superette 58,General Trade,Free State,Soweto,30,REP-111,0,2020-04-07
CUS-5060,Soweto Superette 9,General Trade,Western Cape,East London,30,REP-103,0,2017-08-13
CUS-5061,Gqeberha General Dealer 91,GENERAL TRADE,Western Cape,Polokwane,60,REP-103,0,2023-06-30
CUS-5062,Polokwane Spaza 51,General Trade,Mpumalanga,Rustenburg,30,REP-112,0,2023-04-25
CUS-5063,Vereeniging Mini Market 46,General Trade,Western Cape,Soweto,30,REP-103,0,2022-01-28
CUS-5064,Polokwane Mini Market 22,General Trade,Free State,Johannesburg,30,REP-111,0,2024-03-31
CUS-5065,Umlazi General Dealer 23,General Trade,Mpumalanga,Mbombela,45,REP-112,0,2024-01-11
CUS-5066,Durban General Dealer 56,General Trade,Gauteng,Polokwane,30,REP-107,0,2023-04-19
CUS-5067,Durban Mini Market 20,General Trade,KwaZulu-Natal,Vereeniging,30,REP-108,0,2019-11-03
CUS-5068,Soweto Corner Store 3,General Trade,Free State,Umlazi,45,REP-105,0,2022-04-08
CUS-5069,  Durban General Dealer 78,General Trade,Mpumalanga,Mbombela,45,REP-112,0,2022-03-16
CUS-5070,Gqeberha General Dealer 89,General Trade,Free State,Umlazi,30,REP-105,0,2020-03-27
CUS-5071,  Gqeberha General Dealer 40,General Trade,Western Cape,Johannesburg,14,REP-109,0,2021-11-04
CUS-5072,East London Kwikshop 29,GENERAL TRADE,Gauteng,East London,30,REP-107,0,2018-04-23
CUS-5073,Johannesburg Spaza 31,General Trade,Eastern Cape,Pretoria,30,REP-104,0,2018-01-19
CUS-5074,Soweto Corner Store 23,General Trade,Gauteng,Gqeberha,45,REP-101,0,2021-05-19
CUS-5075,Tembisa Spaza 38,General Trade,Gauteng,Gqeberha,14,REP-107,0,2018-01-11
CUS-5076,Khayelitsha General Dealer 97,General Trade,KwaZulu-Natal,Tembisa,14,REP-108,0,2019-11-02
CUS-5077,Johannesburg Tuck Shop 8,General Trade,Gauteng,Umlazi,30,REP-107,0,2020-07-29
CUS-5078,Mbombela Corner Store 50,General Trade,Eastern Cape,Rustenburg,45,REP-104,0,2023-05-02
CUS-5079,Gqeberha Spaza 55,General Trade,Eastern Cape,Khayelitsha,30,REP-104,0,2022-04-13
CUS-5080,Johannesburg Superette 62,General Trade,Mpumalanga,Johannesburg,45,REP-112,0,2021-06-16
CUS-5081,Mbombela Spaza 24,General Trade,Gauteng,Durban,45,REP-101,0,2017-09-29
CUS-5082,Pretoria Spaza 19,General Trade,Mpumalanga,Khayelitsha,14,REP-106,0,2022-08-08
CUS-5083,Umlazi Superette 29,General Trade,Eastern Cape,Pretoria,30,REP-104,0,2023-06-05
CUS-5084,Vereeniging Tuck Shop 33 ,General Trade,Gauteng,Vereeniging,60,REP-101,0,2020-09-06
CUS-5085,Bloemfontein Corner Store 74,General Trade,Western Cape,Gqeberha,30,REP-109,0,2022-06-18
CUS-5086,Soweto Superette 42,GENERAL TRADE,KwaZulu-Natal,Vereeniging,60,REP-102,0,2024-05-31
CUS-5087,Soweto Kwikshop 81,General Trade,Eastern Cape,Durban,30,REP-110,0,2023-08-03
CUS-5088,Soweto Tuck Shop 3,General Trade,KwaZulu-Natal,Rustenburg,14,REP-102,0,2020-09-01
CUS-5089,Durban Tuck Shop 48,General Trade,Eastern Cape,Cape Town,30,REP-104,0,2021-11-16
CUS-5090,Rustenburg Spaza 78,General Trade,Free State,Pretoria,14,REP-105,0,2019-04-10
CUS-5091,Pretoria Corner Store 81,General Trade,Western Cape,Polokwane,14,REP-109,0,2023-02-24
CUS-5092,  Umlazi Kwikshop 81,General Trade,Free State,Mbombela,45,REP-111,0,2021-02-18
CUS-5093,East London Trading Store 77,general trade,Mpumalanga,Gqeberha,30,REP-106,0,2019-01-28
CUS-5094,Mbombela Corner Store 3,GENERAL TRADE,Free State,Bloemfontein,30,REP-105,0,2020-11-12
CUS-5095,Umlazi Kwikshop 82,General Trade,Mpumalanga,East London,30,REP-106,0,2022-11-06
CUS-5096,Johannesburg Mini Market 75,GENERAL TRADE,Eastern Cape,Polokwane,60,REP-104,0,2021-11-19
CUS-5097,Gqeberha Tuck Shop 40,General Trade,Free State,Gqeberha,30,REP-111,0,2022-06-20
CUS-5098,Pretoria Superette 76,GENERAL TRADE,Western Cape,Gqeberha,45,REP-109,0,2019-08-29
CUS-5099,Cape Town General Dealer 60,General Trade,Western Cape,Mbombela,14,REP-103,0,2018-12-24
CUS-5100,Polokwane Trading Store 68,general trade,Eastern Cape,Khayelitsha,30,REP-110,0,2018-07-22
CUS-5101,Pretoria General Dealer 10,General Trade,Mpumalanga,Rustenburg,30,REP-112,0,2017-11-10
CUS-5102,Rustenburg Spaza 9,General Trade,Free State,Rustenburg,60,REP-111,0,2018-10-25
CUS-5103,Soweto Spaza 9,General Trade,KwaZulu-Natal,Khayelitsha,45,REP-102,0,2023-08-15
CUS-5104,Soweto Corner Store 43,General Trade,Eastern Cape,Rustenburg,60,REP-110,0,2021-10-10
CUS-5105,Gqeberha Mini Market 5,General Trade,Western Cape,Pretoria,30,REP-109,0,2020-03-25
CUS-5106,Durban General Dealer 69,General Trade,Eastern Cape,Khayelitsha,14,REP-110,0,2018-10-02
CUS-5107,East London Tuck Shop 34,General Trade,Free State,Mbombela,30,REP-105,0,2017-10-05
CUS-5108,Umlazi General Dealer 4,GENERAL TRADE,Western Cape,Bloemfontein,60,REP-109,0,2020-08-10
CUS-5109,East London Corner Store 4,General Trade,Gauteng,Cape Town,30,REP-101,0,2018-09-18
CUS-5110,Khayelitsha Superette 48,General Trade,Mpumalanga,Mbombela,45,REP-112,0,2022-07-23
CUS-5111,Bloemfontein Corner Store 46,General Trade,Eastern Cape,Khayelitsha,30,REP-110,0,2021-07-13
CUS-5112,Durban Spaza 29,General Trade,KwaZulu-Natal,Mbombela,30,REP-102,0,2024-01-04
CUS-5113,Gqeberha Kwikshop 86,General Trade,Gauteng,East London,30,REP-107,0,2020-03-02
CUS-5114,Soweto Corner Store 17,General Trade,KwaZulu-Natal,Pretoria,60,REP-108,0,2022-02-12
CUS-5115,Tembisa Trading Store 12,General Trade,Western Cape,Tembisa,30,REP-103,0,2019-09-19
CUS-5116,Khayelitsha Trading Store 7,General Trade,Mpumalanga,Johannesburg,14,REP-106,0,2022-03-27
CUS-5117,Durban Superette 88,General Trade,KwaZulu-Natal,Pretoria,30,REP-108,0,2024-05-15
CUS-5118,Tembisa Trading Store 83,General Trade,KwaZulu-Natal,Bloemfontein,30,REP-102,0,2020-01-08
CUS-5119,Soweto Mini Market 67,General Trade,Eastern Cape,Mbombela,30,REP-110,0,2023-11-11
CUS-5120,Rustenburg Tuck Shop 66,General Trade,Free State,Gqeberha,14,REP-105,0,2024-02-10
CUS-5121,Soweto Kwikshop 86,General Trade,Gauteng,Bloemfontein,45,REP-101,0,2024-07-14
CUS-5122,Gqeberha General Dealer 73,General Trade,KwaZulu-Natal,Cape Town,30,REP-108,0,2018-09-30
CUS-5123,Polokwane General Dealer 62,general trade,Gauteng,Polokwane,60,REP-107,0,2022-06-24
CUS-5124,Umlazi General Dealer 45,General Trade,Western Cape,Tembisa,60,REP-109,0,2020-08-26
CUS-5125,Polokwane Trading Store 12,General Trade,Mpumalanga,Bloemfontein,30,REP-112,0,2019-12-09
CUS-5126,Johannesburg Tuck Shop 32,General Trade,Mpumalanga,Khayelitsha,30,REP-106,0,2021-08-01
CUS-5127,Cape Town Mini Market 41,General Trade,Western Cape,Umlazi,30,REP-103,0,2021-03-16
CUS-5128,Rustenburg Kwikshop 25,general trade,Free State,Durban,60,REP-111,0,2022-04-17
CUS-5129,Johannesburg General Dealer 8,GENERAL TRADE,Free State,Cape Town,30,REP-111,0,2021-03-16
CUS-5130,Johannesburg General Dealer 75,General Trade,Eastern Cape,Vereeniging,45,REP-110,0,2023-10-25
CUS-5131,Vereeniging Superette 17,GENERAL TRADE,KwaZulu-Natal,East London,30,REP-108,0,2021-03-28
CUS-5132,Mbombela Mini Market 41,General Trade,Free State,Pretoria,45,REP-105,0,2023-09-11
CUS-5133,Polokwane Mini Market 25,General Trade,KwaZulu-Natal,Tembisa,30,REP-108,0,2019-12-03
CUS-5134,Johannesburg Corner Store 47,General Trade,Free State,Johannesburg,14,REP-111,0,2018-12-04
CUS-5135,Soweto Kwikshop 59,General Trade,Free State,Mbombela,14,REP-111,0,2020-07-27
CUS-5136,East London Trading Store 76,General Trade,KwaZulu-Natal,Soweto,30,REP-108,0,2020-07-30
CUS-5137,Rustenburg Kwikshop 92,general trade,Gauteng,Bloemfontein,45,REP-101,0,2018-12-14
CUS-5138,Johannesburg Corner Store 73,General Trade,Mpumalanga,Tembisa,30,REP-112,0,2017-10-18
CUS-5139,Soweto General Dealer 93,General Trade,Mpumalanga,Durban,14,REP-106,0,2021-03-22
CUS-5140,Mbombela Corner Store 21 ,GENERAL TRADE,Mpumalanga,Gqeberha,30,REP-112,0,2021-01-13
CUS-5141,East London Kwikshop 78,General Trade,Free State,Gqeberha,30,REP-111,0,2020-11-09
CUS-5142,Pretoria Kwikshop 84,General Trade,Mpumalanga,Bloemfontein,30,REP-112,0,2020-09-01
CUS-5143,Khayelitsha Corner Store 21,general trade,KwaZulu-Natal,Gqeberha,14,REP-108,0,2017-08-02
CUS-5144,Gqeberha Tuck Shop 46,General Trade,Western Cape,Bloemfontein,30,REP-109,0,2022-03-26
CUS-5145,Tembisa Kwikshop 67,General Trade,Western Cape,Polokwane,30,REP-103,0,2019-03-22
CUS-5146,Gqeberha Mini Market 8,General Trade,Mpumalanga,Cape Town,30,REP-106,0,2023-08-24
CUS-5147,Umlazi Tuck Shop 93,General Trade,Gauteng,Khayelitsha,45,REP-107,0,2023-06-16
CUS-5148,Bloemfontein Trading Store 52,General Trade,Mpumalanga,Pretoria,45,REP-112,0,2021-11-07
CUS-5149,Vereeniging Kwikshop 67,General Trade,KwaZulu-Natal,Bloemfontein,60,REP-108,0,2020-10-29
CUS-5150,Soweto Spaza 71,General Trade,Western Cape,Johannesburg,14,REP-109,0,2024-02-19
CUS-5151,East London Spaza 81,General Trade,Eastern Cape,Gqeberha,30,REP-110,0,2022-08-23
CUS-5152,Pretoria Corner Store 61,GENERAL TRADE,Mpumalanga,East London,45,REP-112,0,2020-10-06
CUS-5153,Gqeberha General Dealer 19,General Trade,Eastern Cape,Cape Town,14,REP-110,0,2021-06-13
CUS-5154,Pretoria Mini Market 93,General Trade,Mpumalanga,Umlazi,14,REP-112,0,2021-10-30
CUS-5155,Umlazi Corner Store 52,general trade,Free State,Gqeberha,30,REP-105,0,2021-09-21
CUS-5156,Johannesburg Corner Store 21,General Trade,Free State,Tembisa,30,REP-111,0,2024-06-23
CUS-5157,Vereeniging General Dealer 26,General Trade,Western Cape,Cape Town,30,REP-103,0,2022-01-26
CUS-5158,Durban Kwikshop 70,General Trade,Gauteng,Pretoria,30,REP-107,0,2023-04-01
CUS-5159,Polokwane General Dealer 83,general trade,KwaZulu-Natal,Durban,45,REP-108,0,2019-10-09
CUS-5160,Rustenburg Tuck Shop 32,General Trade,Eastern Cape,Rustenburg,45,REP-110,0,2021-08-24
CUS-5161,East London Kwikshop 38,General Trade,Free State,Durban,30,REP-105,0,2017-10-31
CUS-5162,Cape Town General Dealer 48,General Trade,Eastern Cape,Vereeniging,30,REP-104,0,2019-12-29
CUS-5163,Polokwane Tuck Shop 83,General Trade,Gauteng,Soweto,14,REP-107,0,2023-04-25
CUS-5164,Pretoria Trading Store 38,General Trade,Eastern Cape,Bloemfontein,45,REP-110,0,2022-12-31
CUS-5165,Johannesburg Corner Store 34,General Trade,Western Cape,Umlazi,30,REP-103,0,2023-03-04
CUS-5166,East London Tuck Shop 54,General Trade,Eastern Cape,Cape Town,30,REP-104,0,2019-08-13
CUS-5167,Cape Town Kwikshop 13,General Trade,Gauteng,Vereeniging,30,REP-101,0,2020-07-12
CUS-5168,Rustenburg Trading Store 81,General Trade,KwaZulu-Natal,Khayelitsha,60,REP-108,0,2023-09-24
CUS-5169,Vereeniging Spaza 97,General Trade,Eastern Cape,Mbombela,60,REP-110,0,2017-12-03
CUS-5170,Bloemfontein Tuck Shop 5,General Trade,Western Cape,Khayelitsha,30,REP-109,0,2021-08-15
CUS-5171,Rustenburg Tuck Shop 3,General Trade,Mpumalanga,Tembisa,30,REP-112,0,2024-03-29
CUS-5172,Khayelitsha General Dealer 10,General Trade,Mpumalanga,Durban,30,REP-106,0,2022-06-19
CUS-5173,Cape Town Kwikshop 65,General Trade,Free State,Vereeniging,30,REP-111,0,2024-07-30
CUS-5174,Rustenburg Mini Market 80,GENERAL TRADE,Western Cape,Bloemfontein,60,REP-109,0,2021-11-13
CUS-5175,East London Kwikshop 68,General Trade,KwaZulu-Natal,Johannesburg,60,REP-108,0,2024-04-04
CUS-5176,Tembisa Tuck Shop 29,General Trade,KwaZulu-Natal,Pretoria,60,REP-102,0,2018-04-25
CUS-5177,Johannesburg Trading Store 66,General Trade,Free State,Gqeberha,30,REP-105,0,2018-02-17
CUS-5178,Bloemfontein Superette 31,General Trade,Mpumalanga,Bloemfontein,45,REP-112,0,2019-12-21
CUS-5179,East London Tuck Shop 91,General Trade,Gauteng,Durban,60,REP-107,0,2021-12-17
CUS-5180,East London Tuck Shop 50,General Trade,Mpumalanga,Johannesburg,45,REP-106,0,2020-04-06
CUS-5181,Mbombela Spaza 27,general trade,Gauteng,Bloemfontein,60,REP-101,0,2021-11-13
CUS-5182,Soweto Kwikshop 16,General Trade,Western Cape,Pretoria,30,REP-103,0,2018-06-06
CUS-5183,Polokwane Trading Store 58,General Trade,Eastern Cape,Soweto,30,REP-104,0,2018-12-31
CUS-5184,  Vereeniging Mini Market 26,General Trade,Western Cape,Johannesburg,45,REP-109,0,2020-01-14
CUS-5185,Khayelitsha General Dealer 17,General Trade,Free State,Vereeniging,14,REP-111,0,2023-01-09
CUS-5186,Gqeberha Trading Store 30 ,General Trade,Eastern Cape,Khayelitsha,45,REP-110,0,2022-10-02
CUS-5187,Cape Town Trading Store 45,GENERAL TRADE,Western Cape,Vereeniging,30,REP-109,0,2019-11-24
CUS-5188,Rustenburg Trading Store 46,General Trade,KwaZulu-Natal,Mbombela,14,REP-102,0,2019-08-23
CUS-5189,Mbombela General Dealer 69,General Trade,KwaZulu-Natal,Bloemfontein,30,REP-102,0,2022-03-17
CUS-5190,Soweto Superette 15,General Trade,Free State,Vereeniging,30,REP-111,0,2022-09-02
CUS-5191,Gqeberha Superette 99,general trade,Mpumalanga,Gqeberha,14,REP-112,0,2022-04-24
CUS-5192,Rustenburg Mini Market 38,GENERAL TRADE,KwaZulu-Natal,Vereeniging,30,REP-108,0,2024-01-01
CUS-5193,Gqeberha Trading Store 31,General Trade,Free State,Rustenburg,30,REP-111,0,2020-09-23
CUS-5194,Johannesburg Corner Store 2,General Trade,Western Cape,Vereeniging,30,REP-103,0,2020-01-31
CUS-5195,Mbombela Tuck Shop 3,General Trade,Eastern Cape,Cape Town,30,REP-110,0,2022-09-01
CUS-5196,Pretoria Kwikshop 64,General Trade,Mpumalanga,Pretoria,30,REP-106,0,2020-07-12
CUS-5197,Cape Town Trading Store 66,General Trade,Eastern Cape,Tembisa,60,REP-104,0,2018-08-01
CUS-5198,Umlazi Corner Store 28,General Trade,Eastern Cape,Pretoria,30,REP-110,0,2018-02-16
CUS-5199,Polokwane Corner Store 9,General Trade,KwaZulu-Natal,Rustenburg,30,REP-108,0,2019-01-19
CUS-5200,Umlazi Tuck Shop 99,General Trade,Eastern Cape,Vereeniging,60,REP-110,0,2020-08-10
CUS-5201,Pretoria Kwikshop 1,General Trade,Western Cape,Mbombela,45,REP-109,0,2019-07-15
CUS-5202,Tembisa Tuck Shop 3,General Trade,Mpumalanga,Pretoria,60,REP-112,0,2023-07-31
CUS-5203,East London Mini Market 14,General Trade,Western Cape,Khayelitsha,14,REP-103,0,2023-08-03
CUS-5204,Durban Superette 1,General Trade,Mpumalanga,Rustenburg,60,REP-106,0,2023-02-20
CUS-5205,Johannesburg Corner Store 34,General Trade,Mpumalanga,Polokwane,30,REP-112,0,2017-10-03
CUS-5206,Polokwane Mini Market 43,General Trade,Eastern Cape,Cape Town,30,REP-110,0,2022-03-04
CUS-5207,Umlazi Mini Market 45,General Trade,Gauteng,Bloemfontein,60,REP-107,0,2018-02-19
CUS-5208,Mbombela Superette 86,General Trade,Gauteng,Vereeniging,30,REP-107,0,2018-11-12
CUS-5209,Rustenburg Superette 28,GENERAL TRADE,Eastern Cape,Johannesburg,60,REP-104,0,2022-07-24
CUS-5210,Polokwane Tuck Shop 58,General Trade,Gauteng,Soweto,30,REP-101,0,2019-03-07
CUS-5211,Mbombela Mini Market 68,General Trade,KwaZulu-Natal,East London,30,REP-102,0,2023-07-26
CUS-5212,Pretoria Kwikshop 21,General Trade,Eastern Cape,East London,60,REP-104,0,2021-04-22
CUS-5213,Gqeberha Mini Market 49 ,General Trade,KwaZulu-Natal,Pretoria,14,REP-108,0,2018-10-30
CUS-5214,Vereeniging Kwikshop 47,General Trade,KwaZulu-Natal,Vereeniging,30,REP-108,0,2020-11-04
CUS-5215,Gqeberha General Dealer 63,General Trade,Gauteng,Johannesburg,30,REP-101,0,2023-08-16
CUS-5216,Durban General Dealer 47,General Trade,Eastern Cape,Durban,30,REP-104,0,2020-07-18
CUS-5217,East London Tuck Shop 40,General Trade,Free State,Tembisa,30,REP-105,0,2019-07-04
CUS-5218,Gqeberha Corner Store 9,General Trade,KwaZulu-Natal,Durban,30,REP-108,0,2019-06-30
CUS-5219,East London Trading Store 18,General Trade,Gauteng,Johannesburg,60,REP-101,0,2021-11-03
CUS-5220,Umlazi Corner Store 52,General Trade,KwaZulu-Natal,Bloemfontein,30,REP-102,0,2021-12-04
CUS-5221,Pretoria Kwikshop 85,General Trade,Mpumalanga,Umlazi,45,REP-106,0,2021-04-28
CUS-5222,Polokwane Mini Market 8,General Trade,KwaZulu-Natal,Soweto,45,REP-108,0,2020-09-04
CUS-5223,Soweto Trading Store 75,GENERAL TRADE,Western Cape,Gqeberha,30,REP-103,0,2019-11-03
CUS-5224,Mbombela General Dealer 8,General Trade,Western Cape,Durban,30,REP-103,0,2023-08-14
CUS-5225,Bloemfontein Superette 58,General Trade,Western Cape,Mbombela,60,REP-103,0,2019-06-09
CUS-5226,Soweto Tuck Shop 3,General Trade,Gauteng,Mbombela,30,REP-107,0,2021-09-01
CUS-5227,Gqeberha Tuck Shop 84,GENERAL TRADE,Eastern Cape,Khayelitsha,14,REP-104,0,2018-11-10
CUS-5228,Pretoria Trading Store 82,General Trade,Free State,Vereeniging,60,REP-111,0,2022-03-07
CUS-5229,Polokwane General Dealer 10,General Trade,Gauteng,Rustenburg,14,REP-101,0,2020-04-16
CUS-5230,East London General Dealer 85,General Trade,Eastern Cape,Umlazi,30,REP-110,0,2021-04-17
CUS-5231,Khayelitsha Corner Store 36,General Trade,Gauteng,Umlazi,30,REP-107,0,2024-06-22
CUS-5232,Johannesburg Superette 46,General Trade,Gauteng,Rustenburg,60,REP-101,0,2022-08-14
CUS-5233,Polokwane Mini Market 13,General Trade,Gauteng,Gqeberha,30,REP-101,0,2019-09-18
CUS-5234,Cape Town Trading Store 9,General Trade,Eastern Cape,Cape Town,60,REP-104,0,2021-08-02
CUS-5235,Gqeberha Kwikshop 66,general trade,Mpumalanga,Khayelitsha,30,REP-112,0,2021-09-05
CUS-5236,Khayelitsha Mini Market 19,General Trade,Western Cape,Polokwane,60,REP-109,0,2024-01-11
CUS-5237,Khayelitsha Kwikshop 76,General Trade,Free State,Rustenburg,45,REP-111,0,2023-04-06
CUS-5238,Polokwane General Dealer 4,general trade,Gauteng,Khayelitsha,30,REP-107,0,2023-11-05
CUS-5239,Tembisa Trading Store 40,general trade,KwaZulu-Natal,Polokwane,60,REP-108,0,2017-11-21
CUS-5240,Vereeniging Spaza 93,General Trade,Western Cape,Johannesburg,30,REP-103,0,2024-07-16
CUS-5241,Khayelitsha Kwikshop 56,General Trade,Western Cape,Cape Town,30,REP-109,0,2021-08-05
CUS-5242,East London Spaza 72,General Trade,Mpumalanga,Polokwane,45,REP-106,0,2024-02-06
CUS-5243,Polokwane Superette 6,General Trade,Free State,Khayelitsha,30,REP-105,0,2018-09-30
CUS-5244,Gqeberha Superette 81,General Trade,Gauteng,Soweto,30,REP-101,0,2022-05-25
CUS-5245,Mbombela Mini Market 89,General Trade,Mpumalanga,Bloemfontein,60,REP-106,0,2019-04-03
CUS-5246,Pretoria Kwikshop 60,General Trade,Free State,Bloemfontein,30,REP-105,0,2022-06-25
CUS-5247,Polokwane Corner Store 9,General Trade,Gauteng,Pretoria,30,REP-107,0,2019-05-02
CUS-5248,  Polokwane Kwikshop 15,general trade,KwaZulu-Natal,Gqeberha,14,REP-102,0,2023-12-19
CUS-5249,Rustenburg Superette 54,General Trade,Eastern Cape,Mbombela,14,REP-110,0,2020-01-02
CUS-5250,Johannesburg General Dealer 8,General Trade,KwaZulu-Natal,Pretoria,30,REP-102,0,2019-04-26
